日期类型,半小时序号,相位,平均流量,标准差,有效日期数
五一节假日,68,北向南-直行,44.03851851851852,4.435352359882766,5
五一节假日,68,南向北-右转,13.343613707165108,1.1815788350729701,5
五一节假日,68,南向北-左转,1.3912772585669781,0.12319779323035698,5
五一节假日,68,南向北-直行,66.46510903426791,5.8854945765956925,5
五一节假日,68,西向东-右转,10.96896860986547,2.858076988830343,5
五一节假日,68,西向东-左转,14.906547085201794,3.8840533437950815,5
五一节假日,68,西向东-直行,52.52448430493273,13.685791734976064,5
五一节假日,69,东向西-右转,51.50037453183521,8.024552683534077,5
五一节假日,69,东向西-左转,26.561797752808985,4.138737773742504,5
五一节假日,69,东向西-直行,40.13782771535581,6.254092635877565,5
五一节假日,69,北向南-右转,15.805878332194121,2.8881941796457298,5
五一节假日,69,北向南-左转,40.0863978127136,7.32495204710151,5
五一节假日,69,北向南-直行,42.50772385509227,7.7673988150472395,5
五一节假日,69,南向北-右转,17.975322033898305,4.803279393010543,5
五一节假日,69,南向北-左转,1.9083389830508477,0.5099371958333112,5
五一节假日,69,南向北-直行,70.91633898305085,18.949924180644338,5
五一节假日,69,西向东-右转,10.365648854961833,3.0836746892603273,5
五一节假日,69,西向东-左转,7.844274809160305,2.3335916567375463,5
五一节假日,69,西向东-直行,55.19007633587786,16.418484156332013,5
五一节假日,70,东向西-右转,45.051968503937005,5.952841368752372,5
五一节假日,70,东向西-左转,18.141732283464567,2.3971173296989425,5
五一节假日,70,东向西-直行,52.006299212598435,6.871736345136963,5
五一节假日,70,北向南-右转,19.424773413897277,4.12301163067399,5
五一节假日,70,北向南-左转,48.561933534743204,10.307529076684975,5
五一节假日,70,北向南-直行,46.01329305135952,9.766566557766758,5
五一节假日,70,南向北-右转,15.09853454291696,4.70224000631885,5
五一节假日,70,南向北-左转,1.8647592463363574,0.5807547418162721,5
五一节假日,70,南向北-直行,69.23670621074669,21.5628615429203,5
五一节假日,70,西向东-右转,11.923743500866552,0.7599925098249218,5
五一节假日,70,西向东-左转,12.755632582322356,0.8130152430685202,5
五一节假日,70,西向东-直行,55.3206239168111,3.526011760699343,5
五一节假日,71,东向西-右转,42.97093382807669,7.16395094859766,5
五一节假日,71,东向西-左转,29.555967841682126,4.927458749285869,5
五一节假日,71,东向西-直行,43.473098330241186,7.247669907930185,5
五一节假日,71,北向南-右转,12.271907216494844,1.8758157523297103,5
五一节假日,71,北向南-左转,35.98840206185567,5.5009877680680255,5
五一节假日,71,北向南-直行,58.73969072164948,8.978623713398393,5
五一节假日,71,南向北-右转,19.307865168539326,3.7031089686004552,5
五一节假日,71,南向北-左转,0.9526907155529273,0.18271919252962762,5
五一节假日,71,南向北-直行,87.13944411590774,16.71271547670995,5
五一节假日,71,西向东-右转,7.772364380757421,2.862933965387042,5
五一节假日,71,西向东-左转,13.532241555783008,4.984572529022083,5
五一节假日,71,西向东-直行,46.49539406345957,17.12647997151177,5
五一节假日,72,东向西-右转,39.41568627450981,9.53245130254794,5
五一节假日,72,东向西-左转,21.337815126050423,5.160424765289113,5
五一节假日,72,东向西-直行,45.04649859943977,10.894230060054788,5
五一节假日,72,北向南-右转,21.89329829172142,1.9576604218290443,5
五一节假日,72,北向南-左转,40.83942181340342,3.651789633027255,5
五一节假日,72,北向南-直行,44.06727989487517,3.940419054194356,5
五一节假日,72,南向北-右转,17.62269896193772,4.048375192406823,5
五一节假日,72,南向北-左转,2.8525951557093423,0.6553125311449898,5
五一节假日,72,南向北-直行,71.12470588235294,16.339125776548407,5
五一节假日,72,西向东-右转,13.921747042766151,2.0489529395590753,5
五一节假日,72,西向东-左转,16.087352138307555,2.367678952379378,5
五一节假日,72,西向东-直行,54.9909008189263,8.093364111258351,5
五一节假日,73,东向西-右转,42.83600493218249,5.569627632093341,5
五一节假日,73,东向西-左转,19.704562268803947,2.5620287107629354,5
五一节假日,73,东向西-直行,53.25943279901357,6.924903689236047,5
五一节假日,73,北向南-右转,24.294017094017093,3.9045968102999375,5
五一节假日,73,北向南-左转,48.03589743589744,7.720452784002151,5
五一节假日,73,北向南-直行,56.87008547008547,9.140306169565768,5
五一节假日,73,南向北-右转,13.082222222222223,1.6879032211446894,5
五一节假日,73,南向北-左转,3.931111111111111,0.5072024457626898,5
五一节假日,73,南向北-直行,69.98666666666665,9.029866493414435,5
五一节假日,73,西向东-右转,12.53543307086614,4.271753328055471,5
五一节假日,73,西向东-左转,12.222047244094489,4.1649594948540845,5
五一节假日,73,西向东-直行,54.84251968503937,18.68892081024269,5
五一节假日,74,东向西-右转,42.11416094822208,2.738271719812325,5
五一节假日,74,东向西-左转,25.916406737367435,1.6850902891152746,5
五一节假日,74,东向西-直行,47.36943231441048,3.079970583994031,5
五一节假日,74,北向南-右转,23.93186003683241,2.919273676777858,5
五一节假日,74,北向南-左转,38.0135052179251,4.636991231519606,5
五一节假日,74,北向南-直行,51.05463474524248,6.227783843792759,5
五一节假日,74,南向北-右转,13.138952164009112,3.814568276856045,5
五一节假日,74,南向北-左转,3.0031890660592255,0.8719013204242388,5
五一节假日,74,南向北-直行,66.25785876993166,19.236322881859774,5
五一节假日,74,西向东-右转,14.563591022443891,2.201178825291915,5
五一节假日,74,西向东-左转,20.389027431421447,3.0816503554086796,5
五一节假日,74,西向东-直行,52.64738154613466,7.9572614534302755,5
五一节假日,75,东向西-右转,43.11343283582089,13.19460484074995,5
五一节假日,75,东向西-左转,24.47363184079602,7.490006708280498,5
五一节假日,75,东向西-直行,46.81293532338309,14.326815157117935,5
五一节假日,75,北向南-右转,20.530293941211756,3.1902243463973816,5
五一节假日,75,北向南-左转,39.27246550689862,6.102590443269831,5
五一节假日,75,北向南-直行,50.59724055188963,7.862359356927744,5
五一节假日,75,南向北-右转,17.45449101796407,5.561399796256697,5
五一节假日,75,南向北-左转,3.1455089820359285,1.0022310586893692,5
五一节假日,75,南向北-直行,61.8,19.69089256483819,5
五一节假日,75,西向东-右转,13.081447963800906,4.238844617289379,5
五一节假日,75,西向东-左转,11.746606334841626,3.8063094522598506,5
五一节假日,75,西向东-直行,34.17194570135747,11.072900224755932,5
五一节假日,76,东向西-右转,42.6880626223092,3.2920292303952685,5
五一节假日,76,东向西-左转,26.071232876712326,2.010568187691069,5
五一节假日,76,东向西-直行,41.04070450097847,3.164987833920284,5
五一节假日,76,北向南-右转,22.512827400940232,3.178480186552212,5
五一节假日,76,北向南-左转,37.40698455339154,5.2813161636309625,5
五一节假日,76,北向南-直行,42.28018804566823,5.969340838159033,5
五一节假日,76,南向北-右转,14.310170870626525,2.97953823894541,5
五一节假日,76,南向北-左转,1.6247355573637101,0.33828818433441343,5
五一节假日,76,南向北-直行,60.865093572009755,12.672795828527642,5
五一节假日,76,西向东-右转,15.23866432337434,2.190017677366149,5
五一节假日,76,西向东-左转,19.479613356766258,2.7995037290859734,5
五一节假日,76,西向东-直行,47.0817223198594,6.766328201296356,5
五一节假日,77,东向西-右转,46.16393442622952,5.561398326923464,5
五一节假日,77,东向西-左转,29.71803278688525,3.5801501729569774,5
五一节假日,77,东向西-直行,51.718032786885246,6.230504063131439,5
五一节假日,77,北向南-右转,23.017063261752757,5.493042901521364,5
五一节假日,77,北向南-左转,38.72814857806152,9.242507578683421,5
五一节假日,77,北向南-直行,49.654788160185724,11.850159967326992,5
五一节假日,77,南向北-右转,11.561097256857856,4.078056149738714,5
五一节假日,77,南向北-左转,3.833416458852868,1.352197565439679,5
五一节假日,77,南向北-直行,57.80548628428928,20.390280748693574,5
五一节假日,77,西向东-右转,10.43044982698962,2.1379849750629463,5
五一节假日,77,西向东-左转,13.255363321799308,2.7170225724758263,5
五一节假日,77,西向东-直行,39.11418685121107,8.017443656486048,5
五一节假日,78,东向西-右转,34.31175693527081,8.988761747334804,5
五一节假日,78,东向西-左转,25.109643328929987,6.578054334847925,5
五一节假日,78,东向西-直行,48.578599735799216,12.726292619407486,5
五一节假日,78,北向南-右转,19.118175535590876,2.4568125332240975,5
五一节假日,78,北向南-左转,37.34872149274361,4.799558770262785,5
五一节假日,78,北向南-直行,42.33310297166551,5.440084894996214,5
五一节假日,78,南向北-右转,12.917361111111111,3.3853859729733937,5
五一节假日,78,南向北-左转,1.4833333333333332,0.38875245622660987,5
五一节假日,78,南向北-直行,56.799305555555556,14.88597946967727,5
五一节假日,78,西向东-右转,15.348490230905862,2.81813158108501,5
五一节假日,78,西向东-左转,18.310479573712257,3.3619815353294866,5
五一节假日,78,西向东-直行,42.14103019538188,7.737501621750951,5
五一节假日,79,东向西-右转,41.843884449907804,11.027415386268602,5
五一节假日,79,东向西-左转,26.576521204671174,7.003898961548978,5
五一节假日,79,东向西-直行,46.57959434542103,12.275450573565895,5
五一节假日,79,北向南-右转,14.590529247910865,2.0624253393964147,5
五一节假日,79,北向南-左转,31.61281337047354,4.468588235358897,5
五一节假日,79,北向南-直行,50.796657381615596,7.180295626046777,5
五一节假日,79,南向北-右转,13.039416058394162,2.711301434938197,5
五一节假日,79,南向北-左转,1.3489051094890512,0.28047945878671005,5
五一节假日,79,南向北-直行,64.81167883211678,13.476370186466212,5
五一节假日,79,西向东-右转,12.63362831858407,3.489180607839057,5
五一节假日,79,西向东-左转,15.277876106194691,4.21947422343328,5
五一节假日,79,西向东-直行,38.488495575221236,10.629829293649221,5
五一节假日,80,东向西-右转,40.57267326732673,12.307750956612447,5
五一节假日,80,东向西-左转,26.092673267326735,7.915232063969845,5
五一节假日,80,东向西-直行,41.934653465346535,12.720908674237249,5
五一节假日,80,北向南-右转,19.273846153846154,0.8110479742703534,5
五一节假日,80,北向南-左转,32.61190635451506,1.3723166811023795,5
五一节假日,80,北向南-直行,52.5142474916388,2.2098118719250306,5
五一节假日,80,南向北-右转,11.7425431711146,1.972017577359344,5
五一节假日,80,南向北-左转,1.7582417582417584,0.2952753591768001,5
五一节假日,80,南向北-直行,66.49921507064364,11.167735906008255,5
五一节假日,80,西向东-右转,9.021236872812134,1.3549680831228388,5
五一节假日,80,西向东-左转,12.686114352392064,1.9054238668914913,5
五一节假日,80,西向东-直行,38.6926487747958,5.8115427940190525,5
五一节假日,81,东向西-右转,35.23580562659847,6.973020293666271,5
五一节假日,81,东向西-左转,25.948849104859335,5.135169983707719,5
五一节假日,81,东向西-直行,45.6153452685422,9.027088287149356,5
五一节假日,81,北向南-右转,18.02975821450713,2.1548808309314684,5
五一节假日,81,北向南-左转,42.046497210167395,5.025313693508122,5
五一节假日,81,北向南-直行,50.92374457532548,6.086304636982016,5
五一节假日,81,南向北-右转,11.021199671322927,3.4296101480578662,5
五一节假日,81,南向北-左转,2.9876746096959743,0.929713594353036,5
五一节假日,81,南向北-直行,66.7911257189811,20.784263909314543,5
五一节假日,81,西向东-右转,14.395930824008138,3.971308760010374,5
五一节假日,81,西向东-左转,17.92146490335707,4.9438741706251585,5
五一节假日,81,西向东-直行,39.882604272634794,11.002146207579761,5
五一节假日,82,东向西-右转,42.421884498480246,10.244990591808069,5
五一节假日,82,东向西-左转,20.028693009118538,4.836979164656923,5
五一节假日,82,东向西-直行,51.94942249240122,12.5459147083289,5
五一节假日,82,北向南-右转,23.286193548387097,2.4404012566470152,5
五一节假日,82,北向南-左转,35.21677419354838,3.690730295546413,5
五一节假日,82,北向南-直行,52.89703225806452,5.5436275459635915,5
五一节假日,82,南向北-右转,15.497986577181209,3.243024932683937,5
五一节假日,82,南向北-左转,2.9020134228187917,0.6072596487495817,5
五一节假日,82,南向北-直行,64.4,13.475996035017321,5
五一节假日,82,西向东-右转,13.961461794019936,3.626599742578874,5
五一节假日,82,西向东-左转,9.30764119601329,2.417733161719249,5
五一节假日,82,西向东-直行,38.53089700996678,10.008704191528947,5
五一节假日,83,东向西-右转,44.877092511013224,4.559718664152599,5
五一节假日,83,东向西-左转,23.812334801762113,2.4194425564891358,5
五一节假日,83,东向西-直行,50.11057268722467,5.091464280963395,5
五一节假日,83,北向南-右转,18.527383120825746,2.907780928765956,5
五一节假日,83,北向南-左转,40.47310261080753,6.352052803798687,5
五一节假日,83,北向南-直行,53.599514268366725,8.412178037463129,5
五一节假日,83,南向北-右转,10.71271056661562,1.2364505240719303,5
五一节假日,83,南向北-左转,2.828637059724349,0.3264785091650604,5
五一节假日,83,南向北-直行,65.05865237366002,7.509005710796386,5
五一节假日,83,西向东-右转,11.106227106227106,3.0248515586594915,5
五一节假日,83,西向东-左转,14.715750915750917,4.007928315223826,5
五一节假日,83,西向东-直行,49.97802197802198,13.611832013967708,5
五一节假日,84,东向西-右转,38.23212192262603,4.83776225145234,5
五一节假日,84,东向西-左转,22.19929660023447,2.8090232427787787,5
五一节假日,84,东向西-直行,44.768581477139506,5.664863539603869,5
五一节假日,84,北向南-右转,16.054068241469814,2.953598509114577,5
五一节假日,84,北向南-左转,36.020472440944886,6.626981528853721,5
五一节假日,84,北向南-直行,50.725459317585305,9.332378482580518,5
五一节假日,84,南向北-右转,17.225298664792692,3.5680468217895225,5
五一节假日,84,南向北-左转,2.226844694307801,0.46126841042145955,5
五一节假日,84,南向北-直行,73.74785664089951,15.276124415722443,5
五一节假日,84,西向东-右转,11.415821501014198,2.9878234178641283,5
五一节假日,84,西向东-左转,11.619675456389453,3.0411774074688442,5
五一节假日,84,西向东-直行,43.96450304259635,11.506677091417208,5
五一节假日,85,东向西-右转,36.35049853372434,1.3645161983597085,5
五一节假日,85,东向西-左转,22.161642228739005,0.8318983514163275,5
五一节假日,85,东向西-直行,56.68785923753666,2.127935112311891,5
五一节假日,85,北向南-右转,16.57608274078862,3.428166982592636,5
五一节假日,85,北向南-左转,33.35268261150613,6.897803727071472,5
五一节假日,85,北向南-直行,53.47123464770523,11.058603169653662,5
五一节假日,85,南向北-右转,18.953974895397486,3.3361478054687295,5
五一节假日,85,南向北-左转,1.516317991631799,0.2668918244374984,5
五一节假日,85,南向北-直行,70.1297071129707,12.343746880234301,5
五一节假日,85,西向东-右转,12.467724867724867,2.9242309738055634,5
五一节假日,85,西向东-左转,18.19417989417989,4.267337060611603,5
五一节假日,85,西向东-直行,51.53809523809524,12.087954781254385,5
五一节假日,86,东向西-右转,34.85263157894737,3.2443787626164844,5
五一节假日,86,东向西-左转,26.43562753036437,2.4608525855981935,5
五一节假日,86,东向西-直行,46.51174089068826,4.329707615227009,5
五一节假日,86,北向南-右转,16.79516129032258,1.2010119735731062,5
五一节假日,86,北向南-左转,43.34032258064516,3.0992406359246125,5
五一节假日,86,北向南-直行,56.86451612903225,4.066347655843033,5
五一节假日,86,南向北-右转,12.40031007751938,1.6031247280534013,5
五一节假日,86,南向北-左转,2.958449612403101,0.3824713818198471,5
五一节假日,86,南向北-直行,65.84124031007752,8.512022667735323,5
五一节假日,86,西向东-右转,14.839134199134202,5.573381440944898,5
五一节假日,86,西向东-左转,15.695238095238093,5.894922677922485,5
五一节假日,86,西向东-直行,51.86562770562771,19.48003994022567,5
五一节假日,87,东向西-右转,34.00713091922005,12.852280019454367,5
五一节假日,87,东向西-左转,23.360891364902507,8.828757652004436,5
五一节假日,87,东向西-直行,51.83197771587744,19.588806040384835,5
五一节假日,87,北向南-右转,17.936738703339888,1.5279365301825383,5
五一节假日,87,北向南-左转,48.63182711198429,4.142689839156007,5
五一节假日,87,北向南-直行,48.031434184675845,4.091545520154079,5
五一节假日,87,南向北-右转,16.408360128617364,4.545481534906636,5
五一节假日,87,南向北-左转,1.4324758842443732,0.3968277530474046,5
五一节假日,87,南向北-直行,63.159163987138264,17.496496384362832,5
五一节假日,87,西向东-右转,8.220067643742954,2.897882299504237,5
五一节假日,87,西向东-左转,8.220067643742954,2.897882299504237,5
五一节假日,87,西向东-直行,42.359864712514096,14.933441849864577,5
五一节假日,88,东向西-右转,47.246261216350945,13.337255089362573,5
五一节假日,88,东向西-左转,31.84845463609172,8.990573068595378,5
五一节假日,88,东向西-直行,52.90528414755734,14.93475360981547,5
五一节假日,88,北向南-右转,22.302846759539673,3.7708118057959017,5
五一节假日,88,北向南-左转,35.07692307692308,5.930564697660424,5
五一节假日,88,北向南-直行,56.62023016353726,9.572958763940056,5
五一节假日,88,南向北-右转,11.853756260434057,3.420134016099454,5
五一节假日,88,南向北-左转,1.0363939899833057,0.29902811069722,5
五一节假日,88,南向北-直行,64.70984974958263,18.670567661657675,5
五一节假日,88,西向东-右转,15.419270346117866,5.259852013686763,5
五一节假日,88,西向东-左转,14.814593077642659,5.053583307267674,5
五一节假日,88,西向东-直行,50.56613657623949,17.249220574296295,5
五一节假日,89,东向西-右转,42.59424756034925,9.700189138344793,5
五一节假日,89,东向西-左转,27.656908063687723,6.298438276658795,5
五一节假日,89,东向西-直行,56.74884437596303,12.923682312955549,5
五一节假日,89,北向南-右转,17.984615384615388,3.415919724000443,5
五一节假日,89,北向南-左转,34.9970893970894,6.647195138595456,5
五一节假日,89,北向南-直行,47.21829521829522,8.968437885406564,5
五一节假日,89,南向北-右转,11.69661751951431,4.461973419677433,5
五一节假日,89,南向北-左转,2.630008673026887,1.0032839641878255,5
五一节假日,89,南向北-直行,65.4733738074588,24.976490266360084,5
五一节假日,89,西向东-右转,10.539544962080175,4.287336012105794,5
五一节假日,89,西向东-左转,12.581581798483207,5.118007364451293,5
五一节假日,89,西向东-直行,37.67887323943661,15.32722624327821,5
五一节假日,90,东向西-右转,34.02439024390244,8.41530131678188,5
五一节假日,90,东向西-左转,12.91248206599713,3.1936627388166516,5
五一节假日,90,东向西-直行,43.06312769010043,10.650865233953533,5
五一节假日,90,北向南-右转,23.1587012987013,3.260962077636408,5
五一节假日,90,北向南-左转,39.639740259740265,5.5816467463837895,5
五一节假日,90,北向南-直行,46.60155844155844,6.561935959906393,5
五一节假日,90,南向北-右转,15.16355489171023,2.5556380997359343,5
五一节假日,90,南向北-左转,1.7058999253174012,0.2875092862202925,5
五一节假日,90,南向北-直行,67.73054518297236,11.41518351215383,5
五一节假日,90,西向东-右转,13.538566552901026,3.1812090610599526,5
五一节假日,90,西向东-左转,11.954266211604097,2.8089399156167683,5
五一节假日,90,西向东-直行,58.907167235494875,13.841643680569376,5
五一节假日,91,东向西-右转,43.451070840197694,11.788908358267216,5
五一节假日,91,东向西-左转,22.552883031301484,6.118925635884816,5
五一节假日,91,东向西-直行,45.596046128500824,12.370871394288871,5
五一节假日,91,北向南-右转,20.45269121813031,2.0215252591446564,5
五一节假日,91,北向南-左转,44.02198300283286,4.351092462539927,5
五一节假日,91,北向南-直行,50.12532577903683,4.95434127003071,5
五一节假日,91,南向北-右转,16.272436363636363,4.244105624907551,5
五一节假日,91,南向北-左转,2.0721454545454545,0.540447907291598,5
五一节假日,91,南向北-直行,65.45541818181817,17.071795659740477,5
五一节假日,91,西向东-右转,13.908365910867863,2.1081721677197898,5
五一节假日,91,西向东-左转,14.726505082095386,2.232182295232718,5
五一节假日,91,西向东-直行,58.56512900703675,8.877058294467153,5
五一节假日,92,东向西-右转,40.050801186943616,9.725859711973165,5
五一节假日,92,东向西-左转,21.256735905044508,5.161944960399996,5
五一节假日,92,东向西-直行,47.89246290801187,11.630113797974388,5
五一节假日,92,北向南-右转,19.43098220171391,3.029145359083351,5
五一节假日,92,北向南-左转,40.340408701384305,6.2887691694013075,5
五一节假日,92,北向南-直行,47.02860909690178,7.3314097821292705,5
五一节假日,92,南向北-右转,20.72916373858046,4.908179879702002,5
五一节假日,92,南向北-左转,2.296697118763176,0.5438040207624378,5
五一节假日,92,南向北-直行,60.77413914265636,14.389891010944512,5
五一节假日,92,西向东-右转,12.354545454545454,3.1988828111810266,5
五一节假日,92,西向东-左转,14.220596590909091,3.6820474024531618,5
五一节假日,92,西向东-直行,64.02485795454545,16.577543735026662,5
五一节假日,93,东向西-右转,38.71019567456231,8.434811990270784,5
五一节假日,93,东向西-左转,33.79773429454171,7.364404377292257,5
五一节假日,93,东向西-直行,54.69207003089598,11.917204757827585,5
五一节假日,93,北向南-右转,14.474131274131272,1.101957828949047,5
五一节假日,93,北向南-左转,40.97870932156646,3.1198286585830184,5
五一节假日,93,北向南-直行,58.14715940430226,4.426912836643794,5
五一节假日,93,南向北-右转,17.853302961275624,3.119102214739525,5
五一节假日,93,南向北-左转,1.2962794229309036,0.2264694677368632,5
五一节假日,93,南向北-直行,58.45041761579347,10.21171418158947,5
五一节假日,93,西向东-右转,9.871954674220964,1.8054800257577006,5
五一节假日,93,西向东-左转,12.888385269121812,2.357154478072554,5
五一节假日,93,西向东-直行,49.83966005665722,9.1151665189295,5
五一节假日,94,东向西-右转,43.923033707865166,3.2910079512874875,5
五一节假日,94,东向西-左转,26.741573033707862,2.0036578090030344,5
五一节假日,94,东向西-直行,48.33539325842697,3.621611489772982,5
五一节假日,94,北向南-右转,14.163519061583576,2.4209997926922795,5
五一节假日,94,北向南-左转,44.65442815249267,7.632874346404829,5
五一节假日,94,北向南-直行,52.98205278592375,9.0563325578489,5
五一节假日,94,南向北-右转,10.854881266490764,2.0733761512480564,5
五一节假日,94,南向北-左转,1.5324538258575198,0.2927119272350197,5
五一节假日,94,南向北-直行,60.21266490765172,11.501139474275986,5
五一节假日,94,西向东-右转,8.0,1.2607610055107503,5
五一节假日,94,西向东-左转,15.2,2.3954459104704253,5
五一节假日,94,西向东-直行,52.6,8.289503611233188,5
五一节假日,95,东向西-右转,43.77328476017,10.535433629976396,5
五一节假日,95,东向西-左转,26.835215543412268,6.458748386207076,5
五一节假日,95,东向西-直行,38.79149969641773,9.336408558279537,5
五一节假日,95,北向南-右转,16.125090909090908,2.3519839660754163,5
五一节假日,95,北向南-左转,37.26836363636364,5.435913149809159,5
五一节假日,95,北向南-直行,57.006545454545446,8.314897672598569,5
五一节假日,95,南向北-右转,13.421359223300971,2.9590283553247976,5
五一节假日,95,南向北-左转,2.6097087378640778,0.5753666246464886,5
五一节假日,95,南向北-直行,60.768932038834954,13.39782283105394,5
五一节假日,95,西向东-右转,7.246153846153847,1.9366062550199121,5
五一节假日,95,西向东-左转,11.540170940170942,3.084224776513194,5
五一节假日,95,西向东-直行,44.01367521367521,11.763089845306132,5
五一节假日,96,东向西-右转,40.86938775510204,7.231398748747737,5
五一节假日,96,东向西-左转,22.26938775510204,3.9403287299678036,5
五一节假日,96,东向西-直行,42.261224489795914,7.4776692943707195,5
五一节假日,96,北向南-右转,16.97423099245502,5.17710890754052,5
五一节假日,96,北向南-左转,42.13836331979106,12.852122501987745,5
五一节假日,96,北向南-直行,54.68740568775392,16.67955710289319,5
五一节假日,96,南向北-右转,11.492260536398469,2.4599210156503726,5
五一节假日,96,南向北-左转,2.7655172413793108,0.5919596026966135,5
五一节假日,96,南向北-直行,65.94222222222223,14.114947859854807,5
五一节假日,96,西向东-右转,8.588957055214724,1.4698341780013422,5
五一节假日,96,西向东-左转,15.102249488752557,2.5844584296523596,5
五一节假日,96,西向东-直行,46.30879345603272,7.924855943057236,5
五一节假日,97,东向西-右转,42.658358662613985,4.722618551966697,5
五一节假日,97,东向西-左转,21.706990881458964,2.4031360103405417,5
五一节假日,97,东向西-直行,48.63465045592706,5.384241440889566,5
五一节假日,97,北向南-右转,18.888009049773757,3.3086170991800037,5
五一节假日,97,北向南-左转,43.090271493212676,7.548133246603876,5
五一节假日,97,北向南-直行,51.22171945701358,8.97252094692883,5
五一节假日,97,南向北-右转,8.973529411764707,1.5587333492227722,5
五一节假日,97,南向北-左转,2.056433823529412,0.35720972586355193,5
五一节假日,97,南向北-直行,56.77003676470589,9.861153341263506,5
五一节假日,97,西向东-右转,12.297345132743363,1.4265311050983576,5
五一节假日,97,西向东-左转,12.570619469026548,1.4582317963227658,5
五一节假日,97,西向东-直行,52.3320353982301,6.070682369474122,5
五一节假日,98,东向西-右转,39.58750673128702,7.226618578017872,5
五一节假日,98,东向西-左转,25.925686591276254,4.732681187530163,5
五一节假日,98,东向西-直行,52.48680667743672,9.58135946298999,5
五一节假日,98,北向南-右转,22.48221859706362,6.621919216852656,5
五一节假日,98,北向南-左转,51.68809135399674,15.224225489212646,5
五一节假日,98,北向南-直行,54.62969004893964,16.090644825997106,5
五一节假日,98,南向北-右转,10.456007751937985,2.3885865881141792,5
五一节假日,98,南向北-左转,2.6300387596899224,0.600810123390683,5
五一节假日,98,南向北-直行,53.11395348837209,12.133433711402091,5
五一节假日,98,西向东-右转,12.415492957746478,1.4757470310802303,5
五一节假日,98,西向东-左转,13.859154929577466,1.6473455230663037,5
五一节假日,98,西向东-直行,55.725352112676056,6.623701790662432,5
五一节假日,99,东向西-右转,38.9278276481149,8.625297042857891,5
五一节假日,99,东向西-左转,22.34973070017953,4.95206328643576,5
五一节假日,99,东向西-直行,41.32244165170557,9.155875252118866,5
五一节假日,99,北向南-右转,22.25801282051282,5.622881568361651,5
五一节假日,99,北向南-左转,50.23557692307692,12.690652208469489,5
五一节假日,99,北向南-直行,56.506410256410255,14.274807696769518,5
五一节假日,99,南向北-右转,9.694514106583071,1.066109934845449,5
五一节假日,99,南向北-左转,2.7437304075235107,0.30172922684305165,5
五一节假日,99,南向北-直行,65.36175548589343,7.187860692794472,5
五一节假日,99,西向东-右转,9.420374220374221,3.1464329322141436,5
五一节假日,99,西向东-左转,15.602494802494803,5.211279543979676,5
五一节假日,99,西向东-直行,45.77713097713097,15.289697529978104,5
五一节假日,100,东向西-右转,38.95963197239793,5.759879391790683,5
五一节假日,100,东向西-左转,23.40149511213341,3.459729535663049,5
五一节假日,100,东向西-直行,49.43887291546866,7.309153881661776,5
五一节假日,100,北向南-右转,19.149852158486105,6.408392629557821,5
五一节假日,100,北向南-左转,42.89308101714962,14.353933491205526,5
五一节假日,100,北向南-直行,47.35706682436428,15.847781773095692,5
五一节假日,100,南向北-右转,6.12594752186589,2.2139360606379372,5
五一节假日,100,南向北-左转,1.2489795918367346,0.4513850220718123,5
五一节假日,100,南向北-直行,53.82507288629738,19.452544998809056,5
五一节假日,100,西向东-右转,7.878530612244897,2.4760230907019607,5
五一节假日,100,西向东-左转,15.757061224489798,4.952046181403924,5
五一节假日,100,西向东-直行,59.564408163265306,18.719588366772594,5
五一节假日,101,东向西-右转,37.710552763819095,11.257088202421667,5
五一节假日,101,东向西-左转,20.921608040201004,6.245370852028458,5
五一节假日,101,东向西-直行,44.167839195979894,13.184671798726747,5
五一节假日,101,北向南-右转,16.39890975166566,4.365125502957539,5
五一节假日,101,北向南-左转,47.437189582071476,12.627015403405071,5
五一节假日,101,北向南-直行,52.363900666262886,13.938426498714204,5
五一节假日,101,南向北-右转,6.463019693654267,1.6980374021386044,5
五一节假日,101,南向北-左转,1.9886214442013128,0.5224730468118782,5
五一节假日,101,南向北-直行,48.34835886214442,12.702625950613784,5
五一节假日,101,西向东-右转,6.972477064220183,1.9740765863623868,5
五一节假日,101,西向东-左转,16.455045871559633,4.658820743815232,5
五一节假日,101,西向东-直行,52.57247706422017,14.884537461172394,5
五一节假日,102,东向西-右转,34.06600985221675,6.005180288570514,5
五一节假日,102,东向西-左转,21.385503166783955,3.7698516097263592,5
五一节假日,102,东向西-直行,41.9484869809993,7.394708926770933,5
五一节假日,102,北向南-右转,16.77411915438821,4.274412148962311,5
五一节假日,102,北向南-左转,39.30134529147982,10.014841687857983,5
五一节假日,102,北向南-直行,52.12453555413197,13.282470809998587,5
五一节假日,102,南向北-右转,6.951724137931035,2.137552803027629,5
五一节假日,102,南向北-左转,2.574712643678161,0.7916862233435662,5
五一节假日,102,南向北-直行,46.47356321839081,14.289936331351369,5
五一节假日,102,西向东-右转,7.149643705463182,1.51721799740345,5
五一节假日,102,西向东-左转,14.513776722090261,3.079952534729004,5
五一节假日,102,西向东-直行,38.536579572446556,8.177805006004595,5
五一节假日,103,东向西-右转,29.90272479564033,6.446503551394911,5
五一节假日,103,东向西-左转,20.062125340599454,4.325042722379597,5
五一节假日,103,东向西-直行,43.23514986376021,9.320740803609194,5
五一节假日,103,北向南-右转,20.35213032581454,3.8447340626743425,5
