企业代号,企业名称,信誉评级,是否违约,有效销项金额,有效进项金额,月均销项收入,毛利率,有效销项发票数,有效进项发票数,销项作废率,进项作废率,销项负数率,进项负数率,有效经营月份数,最长销项断档月数,销项收入波动系数,客户数,供应商数,客户集中度HHI,供应商集中度HHI,进销匹配差异,经营规模分,经营连续性分,交易真实性分,抗风险能力分,信用基础分,信用得分,风险得分,最大作废率,最大负数率,是否一票否决,一票否决原因,是否高风险池,高风险池原因,风险等级,分级依据指标
E55,***集团有限公司***电力设备分公司,C,否,23406330.750000,10176811.460000,866901.138889,0.565211,443,752,0.249153,0.086270,0.125424,0.036452,38,2,1.383691,22,137,0.165916,0.055442,0.565211,32.170889,78.559848,36.413889,50.873242,60.000000,49.032813,50.967187,0.249153,0.125424,否,,是,信用得分49.03 < 50,高风险,信用得分=49.03，有效销项金额=23406330.75，毛利率=56.52%，有效经营月份=38，最大作废率=24.92%，最大负数率=12.54%，进销匹配差异=0.57，客户HHI=0.166，供应商HHI=0.055
E56,***家居材料***有限公司,C,否,26257261.890000,24540736.960000,750207.482571,0.065373,458,1152,0.074747,0.040799,0.016162,0.005828,36,0,0.617963,37,162,0.210827,0.100236,0.065373,38.586711,94.194960,85.967078,50.204665,60.000000,66.018372,33.981628,0.074747,0.016162,否,,否,,较低风险,信用得分=66.02，有效销项金额=26257261.89，毛利率=6.54%，有效经营月份=36，最大作废率=7.47%，最大负数率=1.62%，进销匹配差异=0.07，客户HHI=0.211，供应商HHI=0.100
E57,***机械设备有限公司,B,否,32011181.140000,27900259.020000,1143256.469286,0.128421,386,122,0.118721,0.061538,0.020548,0.000000,33,2,0.832044,25,41,0.122434,0.648160,0.128421,41.449154,81.721616,78.049428,29.648722,80.000000,60.148713,39.851287,0.118721,0.020548,否,,否,,中风险,信用得分=60.15，有效销项金额=32011181.14，毛利率=12.84%，有效经营月份=33，最大作废率=11.87%，最大负数率=2.05%，进销匹配差异=0.13，客户HHI=0.122，供应商HHI=0.648
E58,***油气工程建设有限责任公司,B,否,22580017.440000,6761042.890000,903200.697600,0.700574,284,1313,0.268041,0.028846,0.015464,0.007396,29,2,1.059350,22,354,0.210264,0.169353,0.700574,24.759556,72.564586,50.420366,54.528303,80.000000,52.213558,47.786442,0.268041,0.015464,否,,是,最大作废率26.80% > 25%,中风险,信用得分=52.21，有效销项金额=22580017.44，毛利率=70.06%，有效经营月份=29，最大作废率=26.80%，最大负数率=1.55%，进销匹配差异=0.70，客户HHI=0.210，供应商HHI=0.169
E59,***商贸有限公司,A,否,26718775.030000,18297329.060000,722129.054865,0.315188,2067,532,0.038157,0.030965,0.000931,0.001821,37,0,0.626135,185,76,0.025814,0.147564,0.315188,38.570052,94.081452,88.868961,63.010252,100,73.278094,26.721906,0.038157,0.001821,否,,否,,较低风险,信用得分=73.28，有效销项金额=26718775.03，毛利率=31.52%，有效经营月份=37，最大作废率=3.82%，最大负数率=0.18%，进销匹配差异=0.32，客户HHI=0.026，供应商HHI=0.148
E60,***机械租赁有限公司,B,否,7969850.180000,4712116.120000,379516.675238,0.408757,424,530,0.173489,0.014870,0.001949,0.000000,28,2,0.971130,8,128,0.249986,0.260743,0.408757,33.118688,72.289864,68.265851,40.115468,80.000000,55.827201,44.172799,0.173489,0.001949,否,,否,,中风险,信用得分=55.83，有效销项金额=7969850.18，毛利率=40.88%，有效经营月份=28，最大作废率=17.35%，最大负数率=0.19%，进销匹配差异=0.41，客户HHI=0.250，供应商HHI=0.261
E61,***调味品有限公司,B,否,16879972.560000,830339.260000,456215.474595,0.950809,1955,209,0.018574,0.014151,0.020080,0.009434,37,0,0.371041,65,44,0.142028,0.097913,0.950809,8.036686,97.624430,77.748389,49.980595,80.000000,58.967274,41.032726,0.018574,0.020080,否,,否,,中风险,信用得分=58.97，有效销项金额=16879972.56，毛利率=95.08%，有效经营月份=37，最大作废率=1.86%，最大负数率=2.01%，进销匹配差异=0.95，客户HHI=0.142，供应商HHI=0.098
E62,***工程造价咨询有限公司***分公司,B,否,9490671.890000,1176092.160000,351506.366296,0.876079,191,527,0.127854,0.005660,0.109589,0.000000,38,3,0.740744,27,148,0.147811,0.206177,0.876079,10.089655,84.989672,50.330715,47.465048,80.000000,49.596037,50.403963,0.127854,0.109589,否,,是,信用得分49.60 < 50,高风险,信用得分=49.60，有效销项金额=9490671.89，毛利率=87.61%，有效经营月份=38，最大作废率=12.79%，最大负数率=10.96%，进销匹配差异=0.88，客户HHI=0.148，供应商HHI=0.206
E63,***科技有限公司,B,否,47103971.170000,35590441.560000,2047998.746522,0.244428,625,1526,0.071322,0.029879,0.004458,0.017800,38,3,0.725480,42,293,0.188752,0.772326,0.244428,48.435907,85.201670,83.067312,35.039933,80.000000,64.924125,35.075875,0.071322,0.017800,否,,否,,中风险,信用得分=64.92，有效销项金额=47103971.17，毛利率=24.44%，有效经营月份=38，最大作废率=7.13%，最大负数率=1.78%，进销匹配差异=0.24，客户HHI=0.189，供应商HHI=0.772
E64,***图书有限责任公司,A,否,8885211.720000,86955.160000,261329.756471,0.990213,1283,32,0.066909,0.000000,0.000000,0.000000,36,3,0.744119,162,21,0.078304,0.436461,0.990213,3.361255,84.942787,73.303991,48.014567,100,55.757782,44.242218,0.066909,0.000000,否,,否,,中风险,信用得分=55.76，有效销项金额=8885211.72，毛利率=99.02%，有效经营月份=36，最大作废率=6.69%，最大负数率=0.00%，进销匹配差异=0.99，客户HHI=0.078，供应商HHI=0.436
E65,***商贸有限公司,B,否,7441474.720000,4389086.940000,206707.631111,0.410186,455,579,0.061856,0.013629,0.014433,0.000000,36,0,0.484465,58,38,0.179795,0.822993,0.410186,32.291000,96.049099,81.997005,25.465463,80.000000,60.874914,39.125086,0.061856,0.014433,否,,否,,中风险,信用得分=60.87，有效销项金额=7441474.72，毛利率=41.02%，有效经营月份=36，最大作废率=6.19%，最大负数率=1.44%，进销匹配差异=0.41，客户HHI=0.180，供应商HHI=0.823
E66,***快递有限公司,B,否,4761254.910000,5061635.190000,176342.774444,-0.063088,628,575,0.075110,0.003466,0.008837,0.001733,32,0,1.113041,151,30,0.157215,0.811633,0.063088,21.895310,81.318872,87.055009,33.314572,80.000000,58.164269,41.835731,0.075110,0.008837,否,,否,,中风险,信用得分=58.16，有效销项金额=4761254.91，毛利率=-6.31%，有效经营月份=32，最大作废率=7.51%，最大负数率=0.88%，进销匹配差异=0.06，客户HHI=0.157，供应商HHI=0.812
E67,***信息技术有限公司,B,否,5622436.240000,1225182.130000,224897.449600,0.782091,192,627,0.106977,0.030912,0.013953,0.003091,38,2,1.165605,23,195,0.127509,0.058464,0.782091,13.860556,81.588814,69.243648,54.420138,80.000000,55.977842,44.022158,0.106977,0.013953,否,,否,,中风险,信用得分=55.98，有效销项金额=5622436.24，毛利率=78.21%，有效经营月份=38，最大作废率=10.70%，最大负数率=1.40%，进销匹配差异=0.78，客户HHI=0.128，供应商HHI=0.058
E68,***花木总公司,C,否,5867409.220000,698.110000,533400.838182,0.999881,65,3,0.109589,0.000000,0.000000,0.000000,12,4,1.057443,7,2,0.475993,0.631849,0.999881,3.308371,42.091074,67.159616,15.998521,60.000000,35.234916,64.765084,0.109589,0.000000,否,,是,信用得分35.23 < 50,高风险,信用得分=35.23，有效销项金额=5867409.22，毛利率=99.99%，有效经营月份=12，最大作废率=10.96%，最大负数率=0.00%，进销匹配差异=1.00，客户HHI=0.476，供应商HHI=0.632
E69,***电子器材经营部,C,否,3639218.080000,3155.340000,191537.793684,0.999133,523,1,0.109029,0.000000,0.068143,0.000000,19,0,0.811538,18,1,0.740428,1.000000,0.999133,1.457148,66.006422,57.029654,3.014408,60.000000,34.425866,65.574134,0.109029,0.068143,否,,是,信用得分34.43 < 50,高风险,信用得分=34.43，有效销项金额=3639218.08，毛利率=99.91%，有效经营月份=19，最大作废率=10.90%，最大负数率=6.81%，进销匹配差异=1.00，客户HHI=0.740，供应商HHI=1.000
E70,***科技有限公司,B,否,9296042.260000,5338792.620000,265601.207429,0.425692,469,1787,0.188581,0.022963,0.024221,0.003280,38,1,1.073420,56,188,0.140011,0.072397,0.425692,32.933528,85.369162,62.515790,55.933851,80.000000,60.122932,39.877068,0.188581,0.024221,否,,否,,中风险,信用得分=60.12，有效销项金额=9296042.26，毛利率=42.57%，有效经营月份=38，最大作废率=18.86%，最大负数率=2.42%，进销匹配差异=0.43，客户HHI=0.140，供应商HHI=0.072
E71,***农业科技有限公司,B,否,12226712.620000,9899723.390000,719218.389412,0.190320,359,1205,0.042667,0.042891,0.002667,0.011120,35,5,1.354989,282,282,0.101052,0.405322,0.190320,35.438475,69.958492,88.996642,68.389832,80.000000,66.778444,33.221556,0.042891,0.011120,否,,否,,较低风险,信用得分=66.78，有效销项金额=12226712.62，毛利率=19.03%，有效经营月份=35，最大作废率=4.29%，最大负数率=1.11%，进销匹配差异=0.19，客户HHI=0.101，供应商HHI=0.405
E72,***图书有限公司,C,否,4359736.000000,1414547.720000,242207.555556,0.675543,176,114,0.290323,0.025641,0.000000,0.017094,32,5,0.974016,28,54,0.124613,0.723422,0.675543,19.471958,70.749773,50.613898,27.929729,60.000000,43.257364,56.742636,0.290323,0.017094,否,,是,信用得分43.26 < 50；最大作废率29.03% > 25%,高风险,信用得分=43.26，有效销项金额=4359736.00，毛利率=67.55%，有效经营月份=32，最大作废率=29.03%，最大负数率=1.71%，进销匹配差异=0.68，客户HHI=0.125，供应商HHI=0.723
E73,***商贸有限责任公司,C,否,6139907.710000,775665.110000,165943.451622,0.873668,223,600,0.055085,0.009901,0.029661,0.003300,38,0,0.535854,58,118,0.437726,0.077518,0.873668,8.733232,95.335361,72.549788,43.572393,60.000000,54.102306,45.897694,0.055085,0.029661,否,,否,,中风险,信用得分=54.10，有效销项金额=6139907.71，毛利率=87.37%，有效经营月份=38，最大作废率=5.51%，最大负数率=2.97%，进销匹配差异=0.87，客户HHI=0.438，供应商HHI=0.078
E74,***蔬菜专业合作社,B,否,3986839.750000,337049.710000,142387.133929,0.915459,512,19,0.077477,0.000000,0.025225,0.000000,29,0,0.450828,19,8,0.143873,0.393383,0.915459,5.892925,86.016272,69.348829,35.319837,80.000000,51.077660,48.922340,0.077477,0.025225,否,,否,,中风险,信用得分=51.08，有效销项金额=3986839.75，毛利率=91.55%，有效经营月份=29，最大作废率=7.75%，最大负数率=2.52%，进销匹配差异=0.92，客户HHI=0.144，供应商HHI=0.393
E75,***酒店管理有限公司,C,否,6451154.440000,2556437.910000,174355.525405,0.603724,8064,538,0.068284,0.025362,0.001386,0.003623,37,0,0.400435,7484,53,0.007297,0.173776,0.603724,23.559220,97.216187,79.331560,71.953506,60.000000,65.556634,34.443366,0.068284,0.003623,否,,否,,较低风险,信用得分=65.56，有效销项金额=6451154.44，毛利率=60.37%，有效经营月份=37，最大作废率=6.83%，最大负数率=0.36%，进销匹配差异=0.60，客户HHI=0.007，供应商HHI=0.174
E76,***信息科技有限公司,B,否,4030841.100000,866521.200000,111967.808333,0.785027,223,346,0.089796,0.011429,0.004082,0.005714,37,1,1.116583,73,102,0.098501,0.133378,0.785027,12.891206,84.769676,72.833453,53.212272,80.000000,57.027554,42.972446,0.089796,0.005714,否,,否,,中风险,信用得分=57.03，有效销项金额=4030841.10，毛利率=78.50%，有效经营月份=37，最大作废率=8.98%，最大负数率=0.57%，进销匹配差异=0.79，客户HHI=0.099，供应商HHI=0.133
E77,***机电设备有限公司,C,否,4358879.230000,749461.610000,290591.948667,0.828061,252,53,0.023256,0.018519,0.023256,0.000000,25,6,1.010171,2,16,0.986898,0.925959,0.828061,11.352500,57.247627,78.764748,0.394144,60.000000,40.057666,59.942334,0.023256,0.023256,否,,是,信用得分40.06 < 50,高风险,信用得分=40.06，有效销项金额=4358879.23，毛利率=82.81%，有效经营月份=25，最大作废率=2.33%，最大负数率=2.33%，进销匹配差异=0.83，客户HHI=0.987，供应商HHI=0.926
E78,个体经营E78,C,否,9248973.770000,3219546.280000,289030.430313,0.651902,248,52,0.074627,0.000000,0.000000,0.000000,32,0,0.669440,37,16,0.232140,0.394158,0.651902,22.007339,87.479997,78.143948,34.229063,60.000000,55.379634,44.620366,0.074627,0.000000,否,,否,,中风险,信用得分=55.38，有效销项金额=9248973.77，毛利率=65.19%，有效经营月份=32，最大作废率=7.46%，最大负数率=0.00%，进销匹配差异=0.65，客户HHI=0.232，供应商HHI=0.394
E79,***鞋业有限公司,B,否,3289875.520000,2920288.880000,137078.146667,0.112341,74,152,0.139535,0.012987,0.000000,0.000000,38,3,0.688334,15,46,0.238177,0.525830,0.112341,31.109659,85.717580,78.499156,29.260189,80.000000,58.397758,41.602242,0.139535,0.000000,否,,否,,中风险,信用得分=58.40，有效销项金额=3289875.52，毛利率=11.23%，有效经营月份=38，最大作废率=13.95%，最大负数率=0.00%，进销匹配差异=0.11，客户HHI=0.238，供应商HHI=0.526
E80,***实业有限责任公司,C,否,3614042.030000,2463271.350000,451755.253750,0.318417,47,390,0.020833,0.012658,0.000000,0.000000,34,16,0.906740,38,105,0.064326,0.400926,0.318417,32.479509,57.184170,91.511044,43.050358,60.000000,57.044544,42.955456,0.020833,0.000000,否,,否,,中风险,信用得分=57.04，有效销项金额=3614042.03，毛利率=31.84%，有效经营月份=34，最大作废率=2.08%，最大负数率=0.00%，进销匹配差异=0.32，客户HHI=0.064，供应商HHI=0.401
E81,***机械设备有限公司,A,否,3380651.070000,1961457.460000,91368.947838,0.419799,609,205,0.061633,0.028436,0.004622,0.014218,37,0,0.460123,119,68,0.047309,0.468397,0.419799,30.940355,96.387174,81.892158,46.431348,100,66.771832,33.228168,0.061633,0.014218,否,,否,,较低风险,信用得分=66.77，有效销项金额=3380651.07，毛利率=41.98%，有效经营月份=37，最大作废率=6.16%，最大负数率=1.42%，进销匹配差异=0.42，客户HHI=0.047，供应商HHI=0.468
E82,***商贸有限公司,D,是,2932292.090000,1475772.190000,112780.465000,0.496717,335,311,0.023324,0.012698,0.005831,0.009524,35,2,0.967919,8,68,0.954516,0.067256,0.496717,28.384091,82.834459,86.613572,26.275202,0,50.571348,49.428652,0.023324,0.009524,是,信誉评级D,否,,中风险,信用得分=50.57，有效销项金额=2932292.09，毛利率=49.67%，有效经营月份=35，最大作废率=2.33%，最大负数率=0.95%，进销匹配差异=0.50，客户HHI=0.955，供应商HHI=0.067
E83,***社会福利院（***社会福利社会化服务中心）,B,否,3379729.200000,34882942.090000,146944.747826,-9.321224,649,2699,0.080737,0.066090,0.004249,0.019031,37,4,1.378912,160,259,0.034922,0.051042,9.321224,1.169764,73.626227,50.842213,71.170087,80.000000,49.962257,50.037743,0.080737,0.019031,是,进销匹配差异9.32 > 4,否,,高风险,信用得分=49.96，有效销项金额=3379729.20，毛利率=-932.12%，有效经营月份=37，最大作废率=8.07%，最大负数率=1.90%，进销匹配差异=9.32，客户HHI=0.035，供应商HHI=0.051
E84,***建材有限公司,A,否,4830825.650000,1434513.700000,150963.301562,0.703050,445,53,0.106426,0.018519,0.012048,0.000000,33,2,0.742558,35,19,0.084389,0.124733,0.703050,17.696002,82.964471,70.989798,47.560595,100,58.276463,41.723537,0.106426,0.012048,否,,否,,中风险,信用得分=58.28，有效销项金额=4830825.65，毛利率=70.30%，有效经营月份=33，最大作废率=10.64%，最大负数率=1.20%，进销匹配差异=0.70，客户HHI=0.084，供应商HHI=0.125
E85,***安防科技有限公司,B,否,2659492.250000,408409.150000,71878.168919,0.846433,247,228,0.156997,0.004367,0.000000,0.004367,37,0,1.294619,23,38,0.141747,0.150980,0.846433,9.080953,84.796956,62.552871,44.684178,80.000000,51.804683,48.195317,0.156997,0.004367,否,,否,,中风险,信用得分=51.80，有效销项金额=2659492.25，毛利率=84.64%，有效经营月份=37，最大作废率=15.70%，最大负数率=0.44%，进销匹配差异=0.85，客户HHI=0.142，供应商HHI=0.151
E86,***地质工程勘察院***分院,C,否,2164127.330000,1731730.930000,166471.333077,0.199802,19,137,0.136364,0.007246,0.272727,0.007246,29,6,1.014802,7,36,0.231583,0.422394,0.199802,30.988768,63.183307,47.412561,31.743989,60.000000,44.585791,55.414209,0.136364,0.272727,否,,是,信用得分44.59 < 50；最大负数率27.27% > 15%,高风险,信用得分=44.59，有效销项金额=2164127.33，毛利率=19.98%，有效经营月份=29，最大作废率=13.64%，最大负数率=27.27%，进销匹配差异=0.20，客户HHI=0.232，供应商HHI=0.422
E87,***实业有限责任公司,C,是,3917377.750000,1548937.440000,178062.625000,0.604598,71,371,0.040541,0.021108,0.000000,0.000000,31,2,1.179172,13,82,0.337721,0.078413,0.604598,22.981420,73.900387,83.743852,41.697695,35.000000,53.300934,46.699066,0.040541,0.000000,否,,是,历史违约记录,高风险,信用得分=53.30，有效销项金额=3917377.75，毛利率=60.46%，有效经营月份=31，最大作废率=4.05%，最大负数率=0.00%，进销匹配差异=0.60，客户HHI=0.338，供应商HHI=0.078
E88,***贸易有限公司,A,否,2525652.870000,648069.060000,72161.510571,0.743405,364,214,0.090000,0.000000,0.010000,0.000000,37,1,0.872188,86,26,0.044327,0.416443,0.743405,14.673027,88.164050,72.890407,43.860402,100,58.295749,41.704251,0.090000,0.010000,否,,否,,中风险,信用得分=58.30，有效销项金额=2525652.87，毛利率=74.34%，有效经营月份=37，最大作废率=9.00%，最大负数率=1.00%，进销匹配差异=0.74，客户HHI=0.044，供应商HHI=0.416
E89,***物资有限公司,A,否,1863249.860000,2587686.130000,81010.863478,-0.388803,165,63,0.040698,0.030769,0.000000,0.000000,29,4,1.074134,24,12,0.094929,0.977535,0.388803,0.570926,67.359246,87.498281,24.417208,100,50.372593,49.627407,0.040698,0.000000,否,,否,,中风险,信用得分=50.37，有效销项金额=1863249.86，毛利率=-38.88%，有效经营月份=29，最大作废率=4.07%，最大负数率=0.00%，进销匹配差异=0.39，客户HHI=0.095，供应商HHI=0.978
E90,***文化传媒有限责任公司,C,否,3249122.070000,731124.940000,101535.064688,0.774978,187,135,0.283525,0.028777,0.022989,0.000000,32,1,1.348077,49,35,0.323862,0.121263,0.774978,13.227986,75.554485,47.989614,41.760970,60.000000,44.767491,55.232509,0.283525,0.022989,否,,是,信用得分44.77 < 50；最大作废率28.35% > 25%,高风险,信用得分=44.77，有效销项金额=3249122.07，毛利率=77.50%，有效经营月份=32，最大作废率=28.35%，最大负数率=2.30%，进销匹配差异=0.77，客户HHI=0.324，供应商HHI=0.121
E91,***科技实业有限公司,A,否,2335401.360000,1300367.170000,63118.955676,0.443193,123,168,0.046512,0.050847,0.007752,0.005650,37,0,0.301957,73,35,0.036286,0.176278,0.443193,30.598642,98.583931,83.962683,51.136692,100,68.584456,31.415544,0.050847,0.007752,否,,否,,较低风险,信用得分=68.58，有效销项金额=2335401.36，毛利率=44.32%，有效经营月份=37，最大作废率=5.08%，最大负数率=0.78%，进销匹配差异=0.44，客户HHI=0.036，供应商HHI=0.176
E92,***地质灾害防治有限公司,C,否,2209553.360000,148695.850000,184129.446667,0.932703,36,212,0.076923,0.004695,0.051282,0.000000,33,6,1.110424,13,89,0.368114,0.059461,0.932703,4.742234,67.855222,65.216155,41.612537,60.000000,45.383149,54.616851,0.076923,0.051282,否,,是,信用得分45.38 < 50,高风险,信用得分=45.38，有效销项金额=2209553.36，毛利率=93.27%，有效经营月份=33，最大作废率=7.69%，最大负数率=5.13%，进销匹配差异=0.93，客户HHI=0.368，供应商HHI=0.059
E93,***电脑设计事务所,B,否,1476055.340000,285803.230000,42173.009714,0.806374,141,208,0.047297,0.023474,0.033784,0.004695,37,1,1.136959,28,65,0.114807,0.169130,0.806374,10.888561,84.486685,74.199272,46.452202,80.000000,55.459736,44.540264,0.047297,0.033784,否,,否,,中风险,信用得分=55.46，有效销项金额=1476055.34，毛利率=80.64%，有效经营月份=37，最大作废率=4.73%，最大负数率=3.38%，进销匹配差异=0.81，客户HHI=0.115，供应商HHI=0.169
E94,***汽车美容有限公司,C,否,1053200.080000,14049.870000,43883.336667,0.986660,178,4,0.091837,0.000000,0.045918,0.000000,26,4,1.473067,56,4,0.139766,0.885249,0.986660,0.970811,57.318508,62.988555,25.309316,60.000000,38.515406,61.484594,0.091837,0.045918,否,,是,信用得分38.52 < 50,高风险,信用得分=38.52，有效销项金额=1053200.08，毛利率=98.67%，有效经营月份=26，最大作废率=9.18%，最大负数率=4.59%，进销匹配差异=0.99，客户HHI=0.140，供应商HHI=0.885
E95,***兰花店,B,否,2310757.260000,1073.580000,66021.636000,0.999535,864,4,0.053669,0.000000,0.000000,0.000000,35,2,0.761207,485,1,0.034141,1.000000,0.999535,0.630671,85.705464,74.994439,49.546778,80.000000,53.956726,46.043274,0.053669,0.000000,否,,否,,中风险,信用得分=53.96，有效销项金额=2310757.26，毛利率=99.95%，有效经营月份=35，最大作废率=5.37%，最大负数率=0.00%，进销匹配差异=1.00，客户HHI=0.034，供应商HHI=1.000
E96,***土地整理有限公司,C,否,1438203.890000,2319001.370000,359550.972500,-0.612429,18,11,0.100000,0.000000,0.000000,0.000000,10,12,0.837150,3,6,0.746954,0.993016,0.612429,1.630203,22.150692,75.282496,1.700202,60.000000,29.998354,70.001646,0.100000,0.000000,否,,是,信用得分30.00 < 50,高风险,信用得分=30.00，有效销项金额=1438203.89，毛利率=-61.24%，有效经营月份=10，最大作废率=10.00%，最大负数率=0.00%，进销匹配差异=0.61，客户HHI=0.747，供应商HHI=0.993
E97,***美工装饰部,B,否,971400.820000,18754.700000,51126.358947,0.980693,255,9,0.034091,0.000000,0.015152,0.000000,20,0,0.749555,63,2,0.111519,0.972228,0.980693,1.308583,68.367293,75.792416,26.775219,80.000000,46.303752,53.696248,0.034091,0.015152,否,,是,信用得分46.30 < 50,高风险,信用得分=46.30，有效销项金额=971400.82，毛利率=98.07%，有效经营月份=20，最大作废率=3.41%，最大负数率=1.52%，进销匹配差异=0.98，客户HHI=0.112，供应商HHI=0.972
E98,***文化传播有限公司,B,否,1403241.570000,199319.010000,45265.857097,0.857958,133,50,0.130719,0.019608,0.039216,0.019608,33,2,1.223243,25,27,0.167433,0.271233,0.857958,8.071963,76.288296,60.802726,39.724390,80.000000,48.421210,51.578790,0.130719,0.039216,否,,是,信用得分48.42 < 50,高风险,信用得分=48.42，有效销项金额=1403241.57，毛利率=85.80%，有效经营月份=33，最大作废率=13.07%，最大负数率=3.92%，进销匹配差异=0.86，客户HHI=0.167，供应商HHI=0.271
E99,***建筑工程有限责任公司,D,是,1181250.290000,4132374.590000,295312.572500,-2.498306,5,871,0.375000,0.010227,0.000000,0.012500,25,9,0.273532,2,81,0.616702,0.240833,2.498306,1.309494,59.978727,28.125000,26.805342,0,24.715437,75.284563,0.375000,0.012500,是,信誉评级D,否,,高风险,信用得分=24.72，有效销项金额=1181250.29，毛利率=-249.83%，有效经营月份=25，最大作废率=37.50%，最大负数率=1.25%，进销匹配差异=2.50，客户HHI=0.617，供应商HHI=0.241
E100,***装饰工程有限公司,D,是,671348.730000,21068.800000,23149.956207,0.968617,98,58,0.010101,0.000000,0.151515,0.000000,34,3,1.700588,13,21,0.170436,0.118000,0.968617,1.792807,68.658501,58.907785,43.337234,0,37.574295,62.425705,0.010101,0.151515,是,信誉评级D,否,,高风险,信用得分=37.57，有效销项金额=671348.73，毛利率=96.86%，有效经营月份=34，最大作废率=1.01%，最大负数率=15.15%，进销匹配差异=0.97，客户HHI=0.170，供应商HHI=0.118
E101,***灯饰工程有限公司,D,是,340545.580000,45901.770000,85136.395000,0.865211,32,16,0.492063,0.000000,0.000000,0.000000,14,4,0.546936,2,6,0.615331,0.608973,0.865211,7.612317,52.181447,49.858806,12.041541,0,27.212378,72.787622,0.492063,0.000000,是,信誉评级D；最大作废率49.21% > 40%,否,,高风险,信用得分=27.21，有效销项金额=340545.58，毛利率=86.52%，有效经营月份=14，最大作废率=49.21%，最大负数率=0.00%，进销匹配差异=0.87，客户HHI=0.615，供应商HHI=0.609
E102,***大药房有限责任公司,D,是,380552.120000,3177083.500000,17297.823636,-7.348616,151,710,0.146893,0.027397,0.016949,0.009589,38,3,0.916175,100,70,0.317660,0.156848,7.348616,0.018422,82.553121,41.892655,46.310761,0,36.250546,63.749454,0.146893,0.016949,是,信誉评级D；进销匹配差异7.35 > 4,否,,高风险,信用得分=36.25，有效销项金额=380552.12，毛利率=-734.86%，有效经营月份=38，最大作废率=14.69%，最大负数率=1.69%，进销匹配差异=7.35，客户HHI=0.318，供应商HHI=0.157
E103,***科技有限公司,D,是,1702417.640000,682695.480000,106401.102500,0.598985,54,169,0.156250,0.017442,0.031250,0.000000,28,2,1.949695,19,65,0.272641,0.118090,0.598985,22.514764,58.698678,62.955267,42.308596,0,41.568963,58.431037,0.156250,0.031250,是,信誉评级D,否,,高风险,信用得分=41.57，有效销项金额=1702417.64，毛利率=59.90%，有效经营月份=28，最大作废率=15.62%，最大负数率=3.12%，进销匹配差异=0.60，客户HHI=0.273，供应商HHI=0.118
E104,***管理咨询有限责任公司,C,否,262650.510000,264.150000,26265.051000,0.998994,19,1,0.095238,0.000000,0.047619,0.000000,10,2,0.634461,10,1,0.271923,1.000000,0.998994,0.062018,49.965823,62.041409,17.389981,60.000000,34.997018,65.002982,0.095238,0.047619,否,,是,信用得分35.00 < 50,高风险,信用得分=35.00，有效销项金额=262650.51，毛利率=99.90%，有效经营月份=10，最大作废率=9.52%，最大负数率=4.76%，进销匹配差异=1.00，客户HHI=0.272，供应商HHI=1.000
E105,***建材经营部,C,否,924819.370000,7436.920000,40209.537826,0.991959,121,6,0.008197,0.000000,0.032787,0.000000,23,4,0.665098,101,4,0.026440,0.613774,0.991959,0.638978,64.040310,76.575152,38.513818,60.000000,45.814358,54.185642,0.008197,0.032787,否,,是,信用得分45.81 < 50,高风险,信用得分=45.81，有效销项金额=924819.37，毛利率=99.20%，有效经营月份=23，最大作废率=0.82%，最大负数率=3.28%，进销匹配差异=0.99，客户HHI=0.026，供应商HHI=0.614
E106,***财务管理有限公司,B,否,586048.860000,50335.270000,18904.801935,0.914111,138,35,0.098039,0.027778,0.026144,0.000000,32,1,0.847886,103,19,0.056633,0.328719,0.914111,4.747522,82.501582,66.356002,47.357407,80.000000,51.747679,48.252321,0.098039,0.026144,否,,否,,中风险,信用得分=51.75，有效销项金额=586048.86，毛利率=91.41%，有效经营月份=32，最大作废率=9.80%，最大负数率=2.61%，进销匹配差异=0.91，客户HHI=0.057，供应商HHI=0.329
E107,***科技有限公司,D,是,786792.390000,104637.380000,78679.239000,0.867008,34,9,0.370370,0.000000,0.000000,0.000000,16,3,2.069271,3,7,0.566275,0.682195,0.867008,7.583705,37.500000,49.827366,11.299145,0,24.112597,75.887403,0.370370,0.000000,是,信誉评级D,否,,高风险,信用得分=24.11，有效销项金额=786792.39，毛利率=86.70%，有效经营月份=16，最大作废率=37.04%，最大负数率=0.00%，进销匹配差异=0.87，客户HHI=0.566，供应商HHI=0.682
E108,***商贸有限公司,D,是,191471.110000,99297.000000,47867.777500,0.481400,33,218,0.000000,0.000000,0.030303,0.018349,25,6,0.477832,19,70,0.220041,0.076069,0.481400,28.383707,64.641221,87.030053,45.542436,0,50.890171,49.109829,0.000000,0.030303,是,信誉评级D；有效销项金额191471.11 <= 5%分位197251.46,否,,中风险,信用得分=50.89，有效销项金额=191471.11，毛利率=48.14%，有效经营月份=25，最大作废率=0.00%，最大负数率=3.03%，进销匹配差异=0.48，客户HHI=0.220，供应商HHI=0.076
