企业代号,企业名称,估计信用等级,有效销项金额,有效进项金额,月均销项收入,毛利率,有效销项发票数,有效进项发票数,销项作废率,进项作废率,销项负数率,进项负数率,有效经营月份数,最长销项断档月数,销项收入波动系数,客户数,供应商数,客户集中度HHI,供应商集中度HHI,进销匹配差异,经营规模分,经营连续性分,交易真实性分,抗风险能力分,经营综合预评分,信用基础分,信用得分,风险得分,最大作废率,最大负数率,是否一票否决,一票否决原因,是否高风险池,高风险池原因,风险等级,分级依据指标
E177,***电力工程有限公司,类A,97717360.950002,70911921.570000,3908694.438000,0.274316,835,3061,0.139175,0.028871,0.019588,0.001586,37,3,1.333290,154,644,0.073091,0.109778,0.274316,67.018266,76.759855,72.776789,82.416397,73.972920,90.000000,75.784014,24.215986,0.139175,0.019588,否,,否,,较低风险,信用得分=75.78，有效销项金额=97717360.95，毛利率=27.43%，有效经营月份=37，最大作废率=13.92%，最大负数率=1.96%，进销匹配差异=0.27，客户HHI=0.073，供应商HHI=0.110
E178,***贸易有限公司,类B,78541364.380000,80109910.190000,2122739.577838,-0.019971,1019,333,0.086918,0.020588,0.019713,0.014706,37,0,0.652229,181,29,0.023552,0.231176,0.019971,49.514377,93.719042,84.525060,58.192244,71.053787,75.000000,71.392116,28.607884,0.086918,0.019713,否,,否,,较低风险,信用得分=71.39，有效销项金额=78541364.38，毛利率=-2.00%，有效经营月份=37，最大作废率=8.69%，最大负数率=1.97%，进销匹配差异=0.02，客户HHI=0.024，供应商HHI=0.231
E179,***园林有限公司,类B,60347261.569999,36358548.250000,2080940.054138,0.397511,718,2000,0.108075,0.058824,0.031056,0.005176,37,4,0.913759,41,350,0.064820,0.039769,0.397511,51.422744,80.086686,73.254734,64.703873,66.702953,75.000000,67.627481,32.372519,0.108075,0.031056,否,,否,,较低风险,信用得分=67.63，有效销项金额=60347261.57，毛利率=39.75%，有效经营月份=37，最大作废率=10.81%，最大负数率=3.11%，进销匹配差异=0.40，客户HHI=0.065，供应商HHI=0.040
E180,***电气有限公司,类A,74087731.470000,63091063.260000,1949677.143947,0.148428,2023,3545,0.041232,0.035112,0.003318,0.008438,38,0,0.680208,475,608,0.022325,0.742461,0.148428,53.838203,93.330446,90.364354,75.973352,77.269831,90.000000,78.911399,21.088601,0.041232,0.008438,否,,否,,较低风险,信用得分=78.91，有效销项金额=74087731.47，毛利率=14.84%，有效经营月份=38，最大作废率=4.12%，最大负数率=0.84%，进销匹配差异=0.15，客户HHI=0.022，供应商HHI=0.742
E181,***食品有限公司,类B,76977567.970000,86445982.110000,2080474.810000,-0.123002,1475,2974,0.061108,0.024278,0.007002,0.010499,37,0,0.409695,180,373,0.529893,0.070540,0.123002,40.171886,97.087566,87.717597,60.867163,70.426289,75.000000,71.063317,28.936683,0.061108,0.010499,否,,否,,较低风险,信用得分=71.06，有效销项金额=76977567.97，毛利率=-12.30%，有效经营月份=37，最大作废率=6.11%，最大负数率=1.05%，进销匹配差异=0.12，客户HHI=0.530，供应商HHI=0.071
E182,***新材料科技有限公司,类A,77437981.470000,73259105.420000,2092918.418108,0.053964,1049,972,0.026902,0.026052,0.000000,0.000000,37,0,0.490406,42,152,0.086255,0.223877,0.053964,55.151169,95.966588,95.289393,50.232728,74.405892,90.000000,75.850004,24.149996,0.026902,0.000000,否,,否,,较低风险,信用得分=75.85，有效销项金额=77437981.47，毛利率=5.40%，有效经营月份=37，最大作废率=2.69%，最大负数率=0.00%，进销匹配差异=0.05，客户HHI=0.086，供应商HHI=0.224
E183,***建设工程有限公司,类B,65085708.139999,25830954.620000,1807936.337222,0.603124,927,1408,0.098249,0.036277,0.001946,0.008898,37,1,0.954079,9,416,0.725439,0.034454,0.603124,42.962621,87.026686,74.355764,43.792557,61.992910,75.000000,62.993445,37.006555,0.098249,0.008898,否,,否,,中风险,信用得分=62.99，有效销项金额=65085708.14，毛利率=60.31%，有效经营月份=37，最大作废率=9.82%，最大负数率=0.89%，进销匹配差异=0.60，客户HHI=0.725，供应商HHI=0.034
E184,***建筑装饰工程有限公司,类B,53005659.130000,37934598.810000,1766855.304333,0.284329,639,1967,0.027397,0.028162,0.031963,0.003953,35,1,1.368307,39,461,0.172732,0.040841,0.284329,48.544773,79.773511,86.287029,65.514951,69.181557,75.000000,70.265643,29.734357,0.028162,0.031963,否,,否,,较低风险,信用得分=70.27，有效销项金额=53005659.13，毛利率=28.43%，有效经营月份=35，最大作废率=2.82%，最大负数率=3.20%，进销匹配差异=0.28，客户HHI=0.173，供应商HHI=0.041
E185,***生态魔芋有限公司,类B,96329021.710000,704949.160000,3210967.390333,0.992682,5442,67,0.006753,0.014706,0.001460,0.029412,33,2,0.788378,312,20,0.095591,0.245097,0.992682,34.235966,82.328083,76.157479,65.565234,63.005227,75.000000,64.677025,35.322975,0.014706,0.029412,否,,否,,中风险,信用得分=64.68，有效销项金额=96329021.71，毛利率=99.27%，有效经营月份=33，最大作废率=1.47%，最大负数率=2.94%，进销匹配差异=0.99，客户HHI=0.096，供应商HHI=0.245
E186,***建筑劳务有限公司,类C,83555221.120000,2932725.390000,2695329.713548,0.964901,1073,941,0.022769,0.048534,0.000000,0.011122,35,2,1.066411,5,220,0.759118,0.059419,0.964901,30.871293,81.466508,74.651143,33.709712,55.032743,60.000000,55.415853,44.584147,0.048534,0.011122,否,,否,,中风险,信用得分=55.42，有效销项金额=83555221.12，毛利率=96.49%，有效经营月份=35，最大作废率=4.85%，最大负数率=1.11%，进销匹配差异=0.96，客户HHI=0.759，供应商HHI=0.059
E187,个体经营E187 ,类D,3403409.070000,73590154.530000,340340.907000,-20.622483,16,3694,0.909091,0.047938,0.005682,0.010825,25,5,0.954699,12,3694,0.241323,0.002108,20.622483,1.973866,60.518073,28.376289,68.530910,36.521932,30.000000,36.397335,63.602665,0.909091,0.010825,是,最大作废率90.91% > 40%；进销匹配差异20.62 > 4,否,,高风险,信用得分=36.40，有效销项金额=3403409.07，毛利率=-2062.25%，有效经营月份=25，最大作废率=90.91%，最大负数率=1.08%，进销匹配差异=20.62，客户HHI=0.241，供应商HHI=0.002
E188,***硬质合金有限公司,类A,80713142.810000,78297103.650000,2181436.292162,0.029934,2073,2484,0.039388,0.030066,0.004171,0.001171,37,0,0.322294,241,369,0.039322,0.068071,0.029934,54.501912,98.301466,93.336217,81.393552,80.538705,90.000000,81.898536,18.101464,0.039388,0.004171,否,,否,,低风险,信用得分=81.90，有效销项金额=80713142.81，毛利率=2.99%，有效经营月份=37，最大作废率=3.94%，最大负数率=0.42%，进销匹配差异=0.03，客户HHI=0.039，供应商HHI=0.068
E189,***石油工程技术服务有限公司,类B,50709690.270000,29298497.030000,1690323.009000,0.422231,606,3337,0.054602,0.019106,0.020281,0.003233,37,2,1.106926,24,825,0.138739,0.061334,0.422231,47.734356,82.403809,81.924533,71.454975,69.693387,75.000000,70.686479,29.313521,0.054602,0.020281,否,,否,,较低风险,信用得分=70.69，有效销项金额=50709690.27，毛利率=42.22%，有效经营月份=37，最大作废率=5.46%，最大负数率=2.03%，进销匹配差异=0.42，客户HHI=0.139，供应商HHI=0.061
E190,***劳务有限公司,类C,119934393.790000,1530211.560000,3634375.569394,0.987241,344,122,0.142145,0.046875,0.034913,0.007812,36,1,0.825381,22,53,0.125052,0.245217,0.987241,41.363288,88.814155,57.586121,42.722056,57.553467,60.000000,57.044594,42.955406,0.142145,0.034913,否,,否,,中风险,信用得分=57.04，有效销项金额=119934393.79，毛利率=98.72%，有效经营月份=36，最大作废率=14.21%，最大负数率=3.49%，进销匹配差异=0.99，客户HHI=0.125，供应商HHI=0.245
E191,***商贸有限责任公司,类A,256138436.250000,260874688.749999,9486608.750000,-0.018491,2731,1177,0.048763,0.027273,0.000348,0.003306,37,1,0.967090,97,141,0.359213,0.345058,0.018491,94.129344,86.845973,92.353650,41.561876,81.351084,90.000000,81.302318,18.697682,0.048763,0.003306,否,,否,,低风险,信用得分=81.30，有效销项金额=256138436.25，毛利率=-1.85%，有效经营月份=37，最大作废率=4.88%，最大负数率=0.33%，进销匹配差异=0.02，客户HHI=0.359，供应商HHI=0.345
E192,***建设工程有限公司,类D,42118600.170000,17311335.930000,2477564.715882,0.588986,68,98,0.209302,0.117117,0.023256,0.027027,27,11,0.822386,7,28,0.390631,0.124227,0.588986,41.556434,50.355753,56.336366,35.881198,46.316200,30.000000,44.720590,55.279410,0.209302,0.027027,否,,是,信用得分44.72 < 50,高风险,信用得分=44.72，有效销项金额=42118600.17，毛利率=58.90%，有效经营月份=27，最大作废率=20.93%，最大负数率=2.70%，进销匹配差异=0.59，客户HHI=0.391，供应商HHI=0.124
E193,个体经营E193 ,类A,122316829.730005,17081342.110000,3397689.714722,0.860352,30077,1539,0.069141,0.047649,0.011389,0.003713,36,0,0.440138,2484,283,0.008269,0.117747,0.860352,47.819527,96.664752,73.555774,82.999630,73.500916,90.000000,75.276702,24.723298,0.069141,0.011389,否,,否,,较低风险,信用得分=75.28，有效销项金额=122316829.73，毛利率=86.04%，有效经营月份=36，最大作废率=6.91%，最大负数率=1.14%，进销匹配差异=0.86，客户HHI=0.008，供应商HHI=0.118
E194,***文化传播有限公司,类B,88972764.610000,10830459.660000,2696144.382121,0.878272,11053,4757,0.058598,0.018973,0.033472,0.002269,34,0,0.647344,3229,914,0.056973,0.151762,0.878272,36.766030,90.786892,71.405639,94.591829,70.496307,75.000000,71.618661,28.381339,0.058598,0.033472,否,,否,,较低风险,信用得分=71.62，有效销项金额=88972764.61，毛利率=87.83%，有效经营月份=34，最大作废率=5.86%，最大负数率=3.35%，进销匹配差异=0.88，客户HHI=0.057，供应商HHI=0.152
E195,***医药有限公司,类A,109903508.150000,75544254.350000,2970365.085135,0.312631,4626,2267,0.047560,0.029538,0.018324,0.020548,37,0,0.438188,393,511,0.053728,0.108354,0.312631,65.764795,96.691827,84.788333,91.389572,83.377393,90.000000,84.254562,15.745438,0.047560,0.020548,否,,否,,低风险,信用得分=84.25，有效销项金额=109903508.15，毛利率=31.26%，有效经营月份=37，最大作废率=4.76%，最大负数率=2.05%，进销匹配差异=0.31，客户HHI=0.054，供应商HHI=0.108
E196,***地质制图印刷厂,类A,72526203.120000,42300386.200000,1908584.292632,0.416757,2755,1336,0.069885,0.036075,0.029372,0.006494,38,0,0.552514,689,154,0.036755,0.184631,0.416757,53.332297,95.103967,78.517012,75.130683,74.431071,90.000000,76.009258,23.990742,0.069885,0.029372,否,,否,,较低风险,信用得分=76.01，有效销项金额=72526203.12，毛利率=41.68%，有效经营月份=38，最大作废率=6.99%，最大负数率=2.94%，进销匹配差异=0.42，客户HHI=0.037，供应商HHI=0.185
E197,***医疗设备有限公司,类A,181712080.290004,101054533.130000,5344472.949706,0.443876,4050,6349,0.062283,0.024581,0.012040,0.000615,34,0,0.856426,1202,805,0.039393,0.098058,0.443876,91.030746,87.882974,81.706593,96.876570,89.081930,90.000000,89.136244,10.863756,0.062283,0.012040,否,,否,,低风险,信用得分=89.14，有效销项金额=181712080.29，毛利率=44.39%，有效经营月份=34，最大作废率=6.23%，最大负数率=1.20%，进销匹配差异=0.44，客户HHI=0.039，供应商HHI=0.098
E198,***商贸有限公司,类B,57406622.720000,57938852.900000,1739594.627879,-0.009271,728,1109,0.100124,0.033130,0.067985,0.000000,37,3,0.954245,42,210,0.134936,0.077444,0.009271,44.299104,82.024369,75.622673,55.698511,63.841194,75.000000,65.025020,34.974980,0.100124,0.067985,否,,否,,较低风险,信用得分=65.03，有效销项金额=57406622.72，毛利率=-0.93%，有效经营月份=37，最大作废率=10.01%，最大负数率=6.80%，进销匹配差异=0.01，客户HHI=0.135，供应商HHI=0.077
E199,***建筑劳务有限公司,类D,59575542.090001,160238.800000,3971702.806000,0.997310,808,47,0.014634,0.020833,0.109756,0.000000,23,6,1.274163,3,25,0.370991,0.289291,0.997310,29.214909,50.581067,63.166988,30.875266,43.376539,30.000000,42.386741,57.613259,0.020833,0.109756,否,,是,信用得分42.39 < 50,高风险,信用得分=42.39，有效销项金额=59575542.09，毛利率=99.73%，有效经营月份=23，最大作废率=2.08%，最大负数率=10.98%，进销匹配差异=1.00，客户HHI=0.371，供应商HHI=0.289
E200,个体经营E200 ,类B,47163293.450000,47469657.040000,1387155.689706,-0.006496,564,1201,0.079935,0.029887,0.019576,0.005654,36,1,0.874033,50,133,0.059378,0.176276,0.006496,40.875945,88.138427,85.759080,52.496293,66.236419,75.000000,67.285700,32.714300,0.079935,0.019576,否,,否,,较低风险,信用得分=67.29，有效销项金额=47163293.45，毛利率=-0.65%，有效经营月份=36，最大作废率=7.99%，最大负数率=1.96%，进销匹配差异=0.01，客户HHI=0.059，供应商HHI=0.176
E201,***物流有限责任公司,类B,48047952.480000,39212850.350000,1298593.310270,0.183881,1084,463,0.101906,0.035417,0.014085,0.002083,37,0,1.320003,170,105,0.077647,0.149294,0.183881,45.542984,84.444404,80.402631,61.258668,67.126387,75.000000,68.127018,31.872982,0.101906,0.014085,否,,否,,较低风险,信用得分=68.13，有效销项金额=48047952.48，毛利率=18.39%，有效经营月份=37，最大作废率=10.19%，最大负数率=1.41%，进销匹配差异=0.18，客户HHI=0.078，供应商HHI=0.149
E202,个体经营E202 ,类C,99269637.600001,10387155.820000,3102176.175000,0.895364,1096,364,0.009042,0.099010,0.000000,0.004950,36,1,0.975397,5,107,0.902523,0.093614,0.895364,39.727731,86.730600,69.727166,26.758703,56.384501,60.000000,56.061585,43.938415,0.099010,0.004950,否,,否,,中风险,信用得分=56.06，有效销项金额=99269637.60，毛利率=89.54%，有效经营月份=36，最大作废率=9.90%，最大负数率=0.50%，进销匹配差异=0.90，客户HHI=0.903，供应商HHI=0.094
E203,***建设工程有限公司,类B,47646507.180000,23399488.060000,1443833.550909,0.508894,578,1142,0.092622,0.053853,0.003140,0.002486,36,1,1.360851,27,338,0.360680,0.087430,0.508894,42.844223,81.377064,77.656365,52.089893,63.029603,75.000000,64.318539,35.681461,0.092622,0.003140,否,,否,,中风险,信用得分=64.32，有效销项金额=47646507.18，毛利率=50.89%，有效经营月份=36，最大作废率=9.26%，最大负数率=0.31%，进销匹配差异=0.51，客户HHI=0.361，供应商HHI=0.087
E204,***科技发展有限公司,类A,92091768.280000,57409981.430000,2488966.710270,0.376600,1339,5029,0.202976,0.036036,0.020833,0.009009,37,0,0.652847,373,1205,0.024702,0.020765,0.376600,59.941783,93.710453,61.867828,99.824771,76.842059,90.000000,78.159448,21.840552,0.202976,0.020833,否,,否,,较低风险,信用得分=78.16，有效销项金额=92091768.28，毛利率=37.66%，有效经营月份=37，最大作废率=20.30%，最大负数率=2.08%，进销匹配差异=0.38，客户HHI=0.025，供应商HHI=0.021
E205,个体经营E205 ,类B,74253216.710000,23934662.510000,2062589.353056,0.677662,967,137,0.040675,0.092715,0.008929,0.006623,36,0,0.390458,71,15,0.079914,0.397644,0.677662,41.922410,97.354753,73.821504,41.678759,63.706539,75.000000,64.242681,35.757319,0.092715,0.008929,否,,否,,中风险,信用得分=64.24，有效销项金额=74253216.71，毛利率=67.77%，有效经营月份=36，最大作废率=9.27%，最大负数率=0.89%，进销匹配差异=0.68，客户HHI=0.080，供应商HHI=0.398
E206,***建设工程有限公司,类A,96008119.430001,72946880.400000,3310624.807931,0.240201,913,3557,0.051921,0.033161,0.001038,0.002175,37,2,0.870103,307,889,0.095534,0.037131,0.240201,64.179446,85.693020,88.201357,96.277225,81.982873,90.000000,83.489250,16.510750,0.051921,0.002175,否,,否,,低风险,信用得分=83.49，有效销项金额=96008119.43，毛利率=24.02%，有效经营月份=37，最大作废率=5.19%，最大负数率=0.22%，进销匹配差异=0.24，客户HHI=0.096，供应商HHI=0.037
E207,个体经营E207 ,类A,120936342.800002,72195567.270000,3779260.712500,0.403028,1393,3298,0.044582,0.025989,0.006859,0.003839,35,2,1.170401,17,267,0.585927,0.081746,0.403028,71.481620,80.022204,85.676771,41.396323,71.148494,90.000000,72.573303,27.426697,0.044582,0.006859,否,,否,,较低风险,信用得分=72.57，有效销项金额=120936342.80，毛利率=40.30%，有效经营月份=35，最大作废率=4.46%，最大负数率=0.69%，进销匹配差异=0.40，客户HHI=0.586，供应商HHI=0.082
E208,个体经营E208 ,类B,75553782.030000,75862564.990000,2158679.486571,-0.004087,897,963,0.127432,0.013320,0.019455,0.001025,36,1,0.618621,80,44,0.037356,0.329229,0.004087,50.381243,91.685822,79.169724,47.122653,67.252790,75.000000,67.649437,32.350563,0.127432,0.019455,否,,否,,较低风险,信用得分=67.65，有效销项金额=75553782.03，毛利率=-0.41%，有效经营月份=36，最大作废率=12.74%，最大负数率=1.95%，进销匹配差异=0.00，客户HHI=0.037，供应商HHI=0.329
E209,***工程检测有限公司,类A,65700985.170000,43991012.250000,1877171.004857,0.330436,1223,8128,0.170847,0.027751,0.042034,0.002273,37,2,0.669963,488,1599,0.013558,0.023169,0.330436,51.733323,88.472735,63.993641,99.898423,73.616275,90.000000,75.605973,24.394027,0.170847,0.042034,否,,否,,较低风险,信用得分=75.61，有效销项金额=65700985.17，毛利率=33.04%，有效经营月份=37，最大作废率=17.08%，最大负数率=4.20%，进销匹配差异=0.33，客户HHI=0.014，供应商HHI=0.023
E210,***建筑工程有限公司,类C,53682992.720000,5855280.490000,2982388.484444,0.890929,557,536,0.067002,0.025455,0.000000,0.005455,30,6,0.900918,3,153,0.782673,0.111533,0.890929,29.661830,66.265032,74.210334,28.525741,49.722538,60.000000,50.926195,49.073805,0.067002,0.005455,否,,否,,中风险,信用得分=50.93，有效销项金额=53682992.72，毛利率=89.09%，有效经营月份=30，最大作废率=6.70%，最大负数率=0.55%，进销匹配差异=0.89，客户HHI=0.783，供应商HHI=0.112
E211,个体经营E211 ,类B,49070943.990000,21886710.580000,1363081.777500,0.553978,1470,403,0.101467,0.035885,0.009169,0.007177,36,0,0.550388,82,105,0.047979,0.481304,0.553978,40.358084,95.133505,74.724697,44.521457,63.476267,75.000000,64.201688,35.798312,0.101467,0.009169,否,,否,,中风险,信用得分=64.20，有效销项金额=49070943.99，毛利率=55.40%，有效经营月份=36，最大作废率=10.15%，最大负数率=0.92%，进销匹配差异=0.55，客户HHI=0.048，供应商HHI=0.481
E212,***建电管理咨询有限公司,类C,76890077.770000,148331.110000,2023423.099211,0.998071,1497,133,0.109459,0.036232,0.011898,0.000000,38,0,0.963924,121,49,0.062593,0.166436,0.998071,24.851337,89.389940,65.424896,55.015745,57.162259,60.000000,57.450195,42.549805,0.109459,0.011898,否,,否,,中风险,信用得分=57.45，有效销项金额=76890077.77，毛利率=99.81%，有效经营月份=38，最大作废率=10.95%，最大负数率=1.19%，进销匹配差异=1.00，客户HHI=0.063，供应商HHI=0.166
E213,***科技有限公司,类A,57697215.600000,45404788.960000,1559384.205405,0.213051,1148,2103,0.096063,0.040602,0.018110,0.008212,37,0,0.609644,248,592,0.036232,0.065680,0.213051,48.697520,94.310499,80.106260,91.098545,76.433155,90.000000,78.282754,21.717246,0.096063,0.018110,否,,否,,较低风险,信用得分=78.28，有效销项金额=57697215.60，毛利率=21.31%，有效经营月份=37，最大作废率=9.61%，最大负数率=1.81%，进销匹配差异=0.21，客户HHI=0.036，供应商HHI=0.066
E214,***建筑工程有限公司,类B,64252383.440000,36190187.000000,1736550.903784,0.436750,713,692,0.178571,0.063599,0.017281,0.002706,37,0,0.987334,218,154,0.038224,0.066281,0.436750,50.840535,89.064804,64.764718,70.997301,67.909001,75.000000,68.413734,31.586266,0.178571,0.017281,否,,否,,较低风险,信用得分=68.41，有效销项金额=64252383.44，毛利率=43.67%，有效经营月份=37，最大作废率=17.86%，最大负数率=1.73%，进销匹配差异=0.44，客户HHI=0.038，供应商HHI=0.066
E215,***建筑工程有限公司,类C,67502754.200001,216474.130000,3552776.536842,0.996793,756,172,0.092437,0.022727,0.000000,0.000000,28,3,0.987335,8,69,0.281979,0.145542,0.996793,29.218758,69.564797,69.614944,40.409484,51.642459,60.000000,52.703281,47.296719,0.092437,0.000000,否,,否,,中风险,信用得分=52.70，有效销项金额=67502754.20，毛利率=99.68%，有效经营月份=28，最大作废率=9.24%，最大负数率=0.00%，进销匹配差异=1.00，客户HHI=0.282，供应商HHI=0.146
E216,***建设工程有限公司,类B,58325941.250000,33287980.310000,1822685.664062,0.429277,685,3340,0.114987,0.030479,0.006460,0.004935,37,1,0.972425,30,570,0.147153,0.098512,0.429277,49.920673,86.771878,75.420476,68.149516,69.154194,75.000000,69.819566,30.180434,0.114987,0.006460,否,,否,,较低风险,信用得分=69.82，有效销项金额=58325941.25，毛利率=42.93%，有效经营月份=37，最大作废率=11.50%，最大负数率=0.65%，进销匹配差异=0.43，客户HHI=0.147，供应商HHI=0.099
E217,个体经营E217 ,类D,2434236.610000,52913767.230000,221294.237273,-20.737315,34,202,0.954606,0.056075,0.010681,0.000000,25,4,1.398408,15,202,0.148329,0.010418,20.737315,1.273409,56.855443,28.397864,54.626562,32.620662,30.000000,32.714219,67.285781,0.954606,0.010681,是,最大作废率95.46% > 40%；进销匹配差异20.74 > 4,否,,高风险,信用得分=32.71，有效销项金额=2434236.61，毛利率=-2073.73%，有效经营月份=25，最大作废率=95.46%，最大负数率=1.07%，进销匹配差异=20.74，客户HHI=0.148，供应商HHI=0.010
E218,***建设工程有限公司,类C,39328554.230000,40801973.160000,2313444.366471,-0.037464,137,1026,0.409483,0.070652,0.000000,0.003623,36,5,1.478613,43,269,0.524748,0.139792,0.037464,40.361905,69.741480,63.800896,43.659158,54.225997,60.000000,54.720828,45.279172,0.409483,0.003623,是,最大作废率40.95% > 40%,否,,中风险,信用得分=54.72，有效销项金额=39328554.23，毛利率=-3.75%，有效经营月份=36，最大作废率=40.95%，最大负数率=0.36%，进销匹配差异=0.04，客户HHI=0.525，供应商HHI=0.140
E219,***品牌营销策划有限公司,类B,35642623.950000,35677550.270000,1229055.998276,-0.000980,491,4299,0.211878,0.035017,0.052970,0.009203,36,2,1.116380,27,757,0.084432,0.031413,0.000980,38.215626,82.272502,62.374505,74.394828,62.505405,75.000000,63.980999,36.019001,0.211878,0.052970,否,,否,,中风险,信用得分=63.98，有效销项金额=35642623.95，毛利率=-0.10%，有效经营月份=36，最大作废率=21.19%，最大负数率=5.30%，进销匹配差异=0.00，客户HHI=0.084，供应商HHI=0.031
E220,***文化传播有限公司,类A,80286331.100000,55190901.440000,2169900.840541,0.312574,1233,5708,0.049345,0.038734,0.008481,0.008420,37,0,0.689263,147,1570,0.367703,0.010788,0.312574,56.082351,93.204687,86.349536,75.290651,76.771391,90.000000,78.307039,21.692961,0.049345,0.008481,否,,否,,较低风险,信用得分=78.31，有效销项金额=80286331.10，毛利率=31.26%，有效经营月份=37，最大作废率=4.93%，最大负数率=0.85%，进销匹配差异=0.31，客户HHI=0.368，供应商HHI=0.011
E221,***测绘服务有限公司,类A,45971718.410000,33465961.900000,1641847.086071,0.272032,652,4429,0.060519,0.014464,0.020173,0.002448,29,0,0.822389,296,954,0.037524,0.093390,0.272032,46.514188,80.855707,83.740889,95.452542,74.193914,90.000000,76.825419,23.174581,0.060519,0.020173,否,,否,,较低风险,信用得分=76.83，有效销项金额=45971718.41，毛利率=27.20%，有效经营月份=29，最大作废率=6.05%，最大负数率=2.02%，进销匹配差异=0.27，客户HHI=0.038，供应商HHI=0.093
E222,***数码科技有限公司,类B,62615800.410000,52232782.640000,1692318.930000,0.165821,1023,4325,0.256541,0.065471,0.018895,0.025929,37,0,1.136148,66,928,0.071948,0.026267,0.165821,50.305503,86.997947,58.208763,78.082874,67.009903,75.000000,67.644730,32.355270,0.256541,0.025929,否,,是,最大作废率25.65% > 25%,较低风险,信用得分=67.64，有效销项金额=62615800.41，毛利率=16.58%，有效经营月份=37，最大作废率=25.65%，最大负数率=2.59%，进销匹配差异=0.17，客户HHI=0.072，供应商HHI=0.026
E223,***科技有限公司,类C,31385466.780000,38566681.770000,1846203.928235,-0.228807,477,2505,0.098299,0.045351,0.039698,0.007622,19,0,0.572596,52,785,0.251230,0.178802,0.228807,20.320905,69.325062,76.279431,66.326649,55.762725,60.000000,57.280426,42.719574,0.098299,0.039698,否,,否,,中风险,信用得分=57.28，有效销项金额=31385466.78，毛利率=-22.88%，有效经营月份=19，最大作废率=9.83%，最大负数率=3.97%，进销匹配差异=0.23，客户HHI=0.251，供应商HHI=0.179
E224,***纸业有限公司,类A,95946734.500000,98473831.160000,2593154.986486,-0.026339,1110,723,0.015084,0.047431,0.013310,0.006588,37,0,0.521683,41,103,0.123203,0.104801,0.026339,54.658745,95.532178,90.902309,50.814247,73.169094,90.000000,74.659548,25.340452,0.047431,0.013310,否,,否,,较低风险,信用得分=74.66，有效销项金额=95946734.50，毛利率=-2.63%，有效经营月份=37，最大作废率=4.74%，最大负数率=1.33%，进销匹配差异=0.03，客户HHI=0.123，供应商HHI=0.105
E225,***物业服务有限责任公司***分公司,类A,68686418.240000,43661253.970000,1807537.322105,0.364339,8315,4173,0.062782,0.036704,0.011835,0.011080,38,0,0.694309,470,680,0.021020,0.188383,0.364339,52.088278,93.134603,83.059364,94.570417,78.589059,90.000000,80.327915,19.672085,0.062782,0.011835,否,,否,,低风险,信用得分=80.33，有效销项金额=68686418.24，毛利率=36.43%，有效经营月份=38，最大作废率=6.28%，最大负数率=1.18%，进销匹配差异=0.36，客户HHI=0.021，供应商HHI=0.188
E226,***建设工程有限公司,类B,44714111.360000,46066940.460000,1541865.908966,-0.030255,516,1022,0.068592,0.023878,0.010830,0.027698,35,2,1.021991,26,219,0.429420,0.089048,0.030255,38.951403,82.083459,85.712920,44.968704,62.628256,75.000000,64.076513,35.923487,0.068592,0.027698,否,,否,,中风险,信用得分=64.08，有效销项金额=44714111.36，毛利率=-3.03%，有效经营月份=35，最大作废率=6.86%，最大负数率=2.77%，进销匹配差异=0.03，客户HHI=0.429，供应商HHI=0.089
E227,***安全技术有限公司,类A,55848119.350000,50732713.700000,1692367.253030,0.091595,687,2778,0.074124,0.055744,0.008086,0.006118,36,2,0.711883,72,554,0.054501,0.024761,0.091595,48.848896,87.890510,86.806792,76.202677,73.569530,90.000000,75.732559,24.267441,0.074124,0.008086,否,,否,,较低风险,信用得分=75.73，有效销项金额=55848119.35，毛利率=9.16%，有效经营月份=36，最大作废率=7.41%，最大负数率=0.81%，进销匹配差异=0.09，客户HHI=0.055，供应商HHI=0.025
E228,***文化发展有限公司,类B,59965638.310000,29703662.780000,1620692.927297,0.504655,993,2665,0.155612,0.028436,0.088435,0.003646,37,0,0.518572,156,603,0.030832,0.032712,0.504655,46.457916,95.575390,56.117512,85.403635,68.941327,75.000000,69.339662,30.660338,0.155612,0.088435,否,,否,,较低风险,信用得分=69.34，有效销项金额=59965638.31，毛利率=50.47%，有效经营月份=37，最大作废率=15.56%，最大负数率=8.84%，进销匹配差异=0.50，客户HHI=0.031，供应商HHI=0.033
E229,***家贸易有限公司,类B,54774178.320000,56541639.200000,1480383.197838,-0.032268,773,1570,0.103248,0.031462,0.001160,0.004935,37,0,0.274796,30,227,0.682357,0.093855,0.032268,40.690366,98.961173,84.240267,37.349768,65.477423,75.000000,65.994846,34.005154,0.103248,0.004935,否,,否,,较低风险,信用得分=65.99，有效销项金额=54774178.32，毛利率=-3.23%，有效经营月份=37，最大作废率=10.32%，最大负数率=0.49%，进销匹配差异=0.03，客户HHI=0.682，供应商HHI=0.094
E230,***建筑劳务有限公司,类C,49308980.030000,120507.450000,1590612.259032,0.997556,592,83,0.124260,0.011905,0.029586,0.000000,34,1,1.109678,61,17,0.064782,0.664918,0.997556,17.154196,81.865577,60.708449,32.876953,47.365156,60.000000,48.414167,51.585833,0.124260,0.029586,否,,是,信用得分48.41 < 50,高风险,信用得分=48.41，有效销项金额=49308980.03，毛利率=99.76%，有效经营月份=34，最大作废率=12.43%，最大负数率=2.96%，进销匹配差异=1.00，客户HHI=0.065，供应商HHI=0.665
