企业代号,企业名称,估计信用等级,有效销项金额,有效进项金额,月均销项收入,毛利率,有效销项发票数,有效进项发票数,销项作废率,进项作废率,销项负数率,进项负数率,有效经营月份数,最长销项断档月数,销项收入波动系数,客户数,供应商数,客户集中度HHI,供应商集中度HHI,进销匹配差异
E268,***建筑劳务有限公司,类C,25591515.940000,5853887.010000,1279575.797000,0.771257,342,42,0.050000,0.106383,0.025000,0.000000,25,5,0.687604,9,19,0.299206,0.178600,0.771257
E269,***节能服务有限公司,类D,30060690.450000,935601.370000,858876.870000,0.968876,194,169,0.130045,0.005882,0.049327,0.000000,36,1,1.691145,19,69,0.692726,0.160192,0.968876
E270,个体经营E270 ,类C,20044158.200000,5861645.700000,607398.733333,0.707563,335,548,0.192771,0.023173,0.028916,0.007130,36,1,0.711169,40,90,0.332051,0.256892,0.707563
E271,***科技有限公司,类B,30204201.370000,26123955.510000,816329.766757,0.135089,440,1638,0.210054,0.035336,0.028725,0.005300,37,0,1.264748,94,507,0.063108,0.047219,0.135089
E272,个体经营E272 ,类C,13847647.500000,4428282.710000,384656.875000,0.680214,542,1168,0.089076,0.031509,0.055462,0.011609,36,0,1.003421,72,283,0.149067,0.089431,0.680214
E273,个体经营E273 ,类B,23004728.280000,9969872.580000,657277.950857,0.566616,7961,1460,0.010564,0.055627,0.001616,0.011643,35,0,0.496740,5120,318,0.000916,0.375184,0.566616
E274,***建筑劳务有限公司,类D,11733690.960000,35569.070000,782246.064000,0.996969,136,12,0.116883,0.000000,0.012987,0.000000,17,2,1.041305,15,9,0.144913,0.483851,0.996969
E275,***网络工程有限公司,类C,20636866.030000,1600295.130000,606966.647941,0.922455,357,364,0.190476,0.039578,0.054422,0.018470,38,1,0.933332,45,97,0.075310,0.127525,0.922455
E276,***体育设施工程有限公司,类C,12182839.350000,4044018.630000,507618.306250,0.668056,169,1022,0.202830,0.017308,0.037736,0.000962,35,3,1.265314,20,243,0.156410,0.229955,0.668056
E277,***消防设备制造有限公司,类C,18107878.280000,12518820.560000,603595.942667,0.308653,254,319,0.062731,0.044910,0.003690,0.005988,30,0,0.316834,36,81,0.747962,0.083571,0.308653
E278,***贸易有限公司,类B,13017866.000000,11040657.060000,361607.388889,0.151884,222,389,0.067227,0.039506,0.008403,0.004938,38,1,1.088299,38,98,0.138040,0.057170,0.151884
E279,***环保包装有限公司,类C,22943219.650000,16692566.790000,791145.505172,0.272440,500,600,0.049430,0.030695,0.062738,0.006462,30,1,0.598777,7,90,0.844320,0.120242,0.272440
E280,个体经营E280 ,类B,17080553.210000,12226246.400000,474459.811389,0.284201,549,544,0.066327,0.019820,0.006803,0.000000,36,0,0.531729,125,103,0.034635,0.091665,0.284201
E281,***商业管理有限责任公司,类C,16333110.180000,19629385.240000,494942.732727,-0.201816,551,1002,0.051635,0.056497,0.005164,0.000000,34,0,0.601111,43,186,0.206813,0.304329,0.201816
E282,***影城有限公司***分公司,类C,21071603.490000,11977184.030000,554515.881316,0.431596,1959,752,0.277388,0.054088,0.006640,0.023899,38,0,0.506368,562,93,0.097840,0.521779,0.431596
E283,***机械铸造有限责任公司,类B,19645465.230000,15198205.360000,530958.519730,0.226376,291,582,0.026756,0.044335,0.000000,0.000000,37,0,0.514075,20,107,0.148140,0.102510,0.226376
E284,***成焊科技有限公司,类B,16027714.880000,10717026.240000,433181.483243,0.331344,429,1007,0.079399,0.048204,0.004292,0.004726,38,0,0.491549,125,120,0.330220,0.082846,0.331344
E285,个体经营E285 ,类C,30216720.820000,16078594.040000,839353.356111,0.467891,458,730,0.187943,0.054404,0.012411,0.005181,36,0,1.371280,53,224,0.069632,0.070389,0.467891
E286,***印务有限公司,类C,12127861.530000,11293218.690000,527298.327391,0.068820,199,290,0.228682,0.049180,0.019380,0.000000,24,1,0.979406,32,79,0.147420,0.080152,0.068820
E287,***鞋材有限公司,类B,15043409.130000,14278828.880000,406578.625135,0.050825,267,422,0.135922,0.086580,0.003236,0.006494,37,0,0.448530,26,94,0.129815,0.060916,0.050825
E288,个体经营E288 ,类C,16013736.530000,13186165.140000,485264.743333,0.176572,240,575,0.220779,0.012027,0.012987,0.001718,34,1,0.816845,36,125,0.125178,0.187753,0.176572
E289,***运业有限公司***分公司,类B,21051602.520000,7236380.200000,568962.230270,0.656255,1567,3307,0.066706,0.008396,0.014294,0.002699,38,0,0.204468,398,170,0.080776,0.174019,0.656255
E290,***机电有限公司,类C,16894268.320000,5306769.020000,456601.846486,0.685883,988,859,0.121778,0.013777,0.016889,0.006889,38,0,0.821931,110,218,0.132733,0.044622,0.685883
E291,***文业建设工程有限公司,类D,11223475.720000,16817356.230000,1402934.465000,-0.498409,129,372,0.203704,0.053435,0.012346,0.022901,30,8,1.395607,5,117,0.940592,0.558831,0.498409
E292,***物流有限公司,类B,11604986.870000,6835386.230000,351666.268788,0.410996,1278,323,0.029613,0.035821,0.001519,0.000000,34,2,0.730054,20,83,0.211390,0.197348,0.410996
E293,***物资有限公司,类C,7696185.750000,7511439.880000,208005.020270,0.024005,107,56,0.085470,0.050847,0.000000,0.000000,37,0,1.684941,3,27,0.637376,0.664035,0.024005
E294,个体经营E294 ,类C,22641319.890000,4089504.260000,628925.552500,0.819379,310,845,0.136490,0.025375,0.002786,0.004614,36,0,0.638354,47,234,0.071845,0.081972,0.819379
E295,***电器设备制造有限公司,类B,13675456.420000,11177597.670000,414407.770303,0.182653,206,818,0.179283,0.042155,0.011952,0.001171,37,1,0.922002,57,213,0.057655,0.069313,0.182653
E296,***装饰设计工程有限公司,类D,12371267.160000,5441938.890000,618563.358000,0.560115,219,1446,0.130952,0.063472,0.075397,0.018135,30,12,1.141468,18,381,0.394916,0.043255,0.560115
E297,***建筑机械租赁有限公司,类C,13646000.040000,10296967.850000,974714.288571,0.245422,162,50,0.114754,0.000000,0.000000,0.000000,18,2,0.679086,3,10,0.488659,0.583601,0.245422
E298,***电器维护服务有限公司,类C,16228313.170000,5471901.900000,427060.872895,0.662818,2436,902,0.134021,0.007701,0.011376,0.011001,38,0,0.551980,253,70,0.291747,0.103200,0.662818
E299,***压缩天然气有限责任公司,类C,19682705.990000,24189235.730000,517965.947105,-0.228959,495,570,0.091743,0.037162,0.011009,0.010135,38,0,0.723164,265,109,0.323242,0.418730,0.228959
E300,***建设工程有限公司,类C,18538935.790000,14744459.950000,975733.462632,0.204676,223,747,0.093496,0.031128,0.016260,0.002594,35,6,1.169010,23,232,0.154502,0.060656,0.204676
E301,***企业管理咨询有限公司,类B,15413221.300000,3919541.140000,453330.038235,0.745703,428,2971,0.065502,0.019148,0.017467,0.002311,36,0,1.108577,119,789,0.112634,0.066295,0.745703
E302,***机电设备有限公司,类C,9362480.970000,3118772.120000,260068.915833,0.666886,261,899,0.096886,0.058639,0.003460,0.008377,38,1,0.841659,33,236,0.092797,0.098379,0.666886
E303,***图书发行有限公司,类C,16347545.810000,2176920.410000,495380.176061,0.866835,315,682,0.125000,0.015873,0.002778,0.001443,38,4,0.465539,42,108,0.105707,0.295406,0.866835
E304,***环保科技有限公司,类C,9378613.350000,16812220.660000,253476.036486,-0.792613,951,588,0.075802,0.031301,0.000000,0.001647,37,0,0.647016,198,142,0.047273,0.209930,0.792613
E305,***劳务有限公司,类C,47837106.240000,19412737.840000,1839888.701538,0.594191,321,575,0.105850,0.025424,0.005571,0.000000,37,2,0.884004,4,164,0.334961,0.395127,0.594191
E306,个体经营E306 ,类C,12549784.600000,3607070.910000,369111.311765,0.712579,329,1225,0.138743,0.020783,0.020942,0.003997,34,1,0.952433,64,340,0.078735,0.229848,0.712579
E307,***通信工程有限公司,类C,6136165.470000,3079011.130000,438297.533571,0.498219,98,452,0.147826,0.019523,0.000000,0.000000,33,4,1.778628,10,110,0.324016,0.412703,0.498219
E308,***餐饮文化服务有限公司,类B,11938831.560000,8216874.260000,322671.123243,0.311752,1613,487,0.199504,0.052529,0.005459,0.017510,37,0,0.478134,1535,64,0.001383,0.069548,0.311752
E309,个体经营E309 ,类C,12733306.410000,6372921.700000,385857.770000,0.499508,172,934,0.184834,0.052738,0.009479,0.014199,35,2,0.941948,38,194,0.092717,0.080252,0.499508
E310,***律师事务所,类B,11111512.290000,3675969.840000,358435.880323,0.669175,938,1839,0.059178,0.012352,0.030090,0.004834,31,0,0.553650,449,480,0.023542,0.057114,0.669175
E311,***律师事务所,类C,10671429.460000,1996852.280000,410439.594615,0.812879,411,2514,0.119914,0.011792,0.040685,0.008648,27,0,0.626631,131,346,0.048388,0.051656,0.812879
E312,***家居用品有限公司,类C,12251621.220000,73673797.930000,331124.897838,-5.013392,666,4433,0.024890,0.047077,0.021962,0.006879,37,0,0.537163,190,906,0.164000,0.064533,5.013392
E313,***物流有限公司,类B,13222546.680000,7075381.480000,357366.126486,0.464900,279,325,0.060606,0.018127,0.026936,0.015106,38,1,0.634204,29,63,0.198202,0.191030,0.464900
E314,***房地产营销策划有限公司,类C,7405442.540000,2971881.770000,238885.243226,0.598690,110,1237,0.133858,0.009608,0.015748,0.031225,36,2,0.993729,5,233,0.293383,0.335420,0.598690
E315,***轮胎有限公司,类C,11439913.570000,2140613.280000,309186.853243,0.812882,1533,376,0.029747,0.030928,0.001899,0.010309,38,0,0.399770,140,95,0.147916,0.058010,0.812882
E316,个体经营E316 ,类C,10820742.970000,2516088.690000,327901.302121,0.767475,404,754,0.114035,0.016949,0.028509,0.003911,36,1,1.184868,22,185,0.530236,0.090250,0.767475
E317,***科技有限公司,类D,5715048.960000,1637924.230000,228601.958400,0.713402,171,347,0.181818,0.019774,0.047847,0.008475,32,6,1.102600,33,107,0.078513,0.103963,0.713402
E318,***商贸有限公司,类C,11136065.790000,1186897.160000,293054.362895,0.893419,349,297,0.146699,0.010000,0.004890,0.006667,38,0,0.323109,16,25,0.201558,0.303869,0.893419
E319,个体经营E319 ,类B,13556534.740000,7265941.140000,376570.409444,0.464027,691,176,0.068733,0.032967,0.008086,0.005495,36,0,0.457400,174,36,0.032056,0.090134,0.464027
E320,***建筑设计有限公司,类C,8499217.040000,6696594.760000,1416536.173333,0.212093,92,231,0.061224,0.053279,0.000000,0.000000,30,4,0.887854,5,77,0.466403,0.645411,0.212093
E321,***生物流有限公司,类C,11319199.690000,5147612.820000,305924.315946,0.545232,365,62,0.145199,0.015873,0.014052,0.015873,37,0,0.855668,125,15,0.037459,0.657056,0.545232
E322,***装饰工程设计有限公司,类C,10070044.290000,9064070.760000,347242.906552,0.099898,832,884,0.054545,0.022124,0.050000,0.013274,30,1,0.850208,14,230,0.235423,0.088297,0.099898
E323,***建筑装饰工程有限公司,类C,5482348.520000,3996447.270000,342646.782500,0.271034,117,468,0.290909,0.065868,0.000000,0.007984,26,6,1.170105,14,144,0.381702,0.075989,0.271034
E324,***汽贸有限公司,类D,13801263.370000,79367372.220000,373007.118108,-4.750732,339,1569,0.185096,0.032079,0.014423,0.003701,37,0,0.719312,41,82,0.404630,0.266463,4.750732
E325,***通讯器材有限公司,类C,11491404.960000,31237890.880000,302405.393684,-1.718370,4001,513,0.042823,0.032075,0.006938,0.022642,38,0,0.451071,1498,63,0.149052,0.578270,1.718370
E326,***包装材料有限公司,类B,11078618.600000,8824077.060000,335715.715152,0.203504,181,270,0.085859,0.055944,0.000000,0.000000,34,0,0.599526,36,38,0.183824,0.091775,0.203504
E327,个体经营E327 ,类C,17995408.780000,10740900.510000,499872.466111,0.403131,251,466,0.073801,0.029167,0.003690,0.000000,36,0,0.597516,7,61,0.852198,0.186766,0.403131
E328,***科技有限公司,类C,8339064.060000,2291691.510000,320733.233077,0.725186,144,447,0.121951,0.038710,0.024390,0.010753,30,1,1.265299,43,92,0.088744,0.160128,0.725186
E329,***园艺有限责任公司,类D,11070606.100000,1251.890000,615033.672222,0.999887,124,5,0.038760,0.000000,0.000000,0.000000,19,5,0.654842,14,4,0.236276,0.293449,0.999887
E330,***酒店管理有限公司,类B,8297018.330000,2696224.730000,218342.587632,0.675037,7773,1344,0.007660,0.021834,0.004341,0.004367,38,0,0.483922,1418,233,0.249883,0.074715,0.675037
E331,***广告有限公司,类C,6039945.030000,1197830.900000,251664.376250,0.801682,88,139,0.073684,0.034722,0.031579,0.006944,35,3,1.540698,13,77,0.288525,0.111855,0.801682
E332,***商贸有限公司,类C,30588960.180000,16194935.730000,1176498.468462,0.470563,378,817,0.025773,0.023895,0.007732,0.005974,37,1,1.227931,6,207,0.777578,0.198188,0.470563
E333,***房地产营销策划有限公司,类C,7120404.600000,1313617.230000,245531.193103,0.815514,127,844,0.072993,0.005889,0.007299,0.005889,34,1,0.718248,5,185,0.607953,0.117628,0.815514
E334,***机械科技有限公司,类C,7529936.970000,5450873.570000,259652.998966,0.276106,185,147,0.060914,0.020000,0.030457,0.000000,31,1,0.612271,20,25,0.599760,0.413377,0.276106
E335,***挖掘机租赁经营部,类C,5453445.840000,3245504.410000,302969.213333,0.404871,272,431,0.200000,0.018223,0.000000,0.000000,23,2,0.994253,9,58,0.349404,0.364699,0.404871
E336,***猕猴桃专业合作社,类D,2876876.500000,262083.750000,261534.227273,0.908900,48,7,0.094340,0.000000,0.000000,0.000000,14,10,2.295805,19,4,0.379362,0.992269,0.908900
E337,个体经营E337 ,类C,11315825.150000,293179.110000,314328.476389,0.974091,678,66,0.100796,0.043478,0.009284,0.000000,36,0,0.560042,99,35,0.062055,0.267098,0.974091
E338,***商贸有限公司,类C,7358057.110000,570761.980000,245268.570333,0.922430,82,251,0.078652,0.003968,0.000000,0.007937,33,3,1.083463,4,89,0.308414,0.090309,0.922430
E339,***居益卫浴家俬厂,类C,3899767.090000,2892673.650000,194988.354500,0.258245,168,126,0.045455,0.000000,0.022727,0.000000,23,2,0.674000,36,32,0.125018,0.179294,0.258245
E340,***物流有限公司,类D,6827724.230000,29649.720000,213366.382188,0.995657,137,10,0.164634,0.090909,0.067073,0.000000,32,1,1.189782,45,4,0.079429,0.911235,0.995657
E341,***纺织品有限公司,类C,3378699.300000,1434811.700000,225246.620000,0.575336,69,53,0.080000,0.000000,0.000000,0.000000,17,2,0.647837,26,15,0.078401,0.893482,0.575336
E342,***裕华机械厂,类C,4929621.640000,2240183.790000,144988.871765,0.545567,132,245,0.169811,0.068441,0.006289,0.003802,38,1,0.577453,22,55,0.269477,0.100409,0.545567
E343,***五金工具经营部,类D,2551960.050000,792.450000,68971.893243,0.999689,401,3,0.073903,0.000000,0.023095,0.000000,37,0,0.658978,29,1,0.431368,1.000000,0.999689
E344,***机械有限公司,类C,2301371.920000,1400067.960000,62199.241081,0.391638,88,118,0.053763,0.024793,0.053763,0.016529,38,0,1.187408,54,50,0.104157,0.267845,0.391638
E345,***科技有限公司,类C,2248406.590000,582446.760000,83274.318148,0.740951,75,249,0.137931,0.015810,0.000000,0.000000,35,2,0.904827,21,105,0.202890,0.089191,0.740951
E346,个体经营E346 ,类B,2408534.780000,2307017.620000,66903.743889,0.042149,605,487,0.062016,0.018145,0.003101,0.014113,36,0,0.703012,106,92,0.044119,0.106862,0.042149
E347,***不锈钢材料有限公司,类C,2117098.200000,974659.340000,58808.283333,0.539625,170,85,0.190476,0.022989,0.000000,0.000000,37,0,0.927196,38,34,0.062373,0.086862,0.539625
E348,***酒店管理有限公司,类B,2260862.780000,772629.590000,66495.964118,0.658259,4050,192,0.051300,0.040000,0.007730,0.025000,34,0,0.354735,986,33,0.053205,0.150791,0.658259
E349,***营销策划广告有限公司,类D,3329073.810000,6878.610000,554845.635000,0.997934,39,9,0.000000,0.000000,0.000000,0.000000,10,5,0.292163,2,7,0.511898,0.255110,0.997934
E350,***演艺设备有限公司,类C,1472460.750000,406815.570000,56633.105769,0.723717,52,623,0.133333,0.009539,0.016667,0.001590,32,2,1.295170,30,140,0.139715,0.084394,0.723717
E351,***文化传播有限公司,类D,1057514.980000,297904.480000,50357.856190,0.718298,52,100,0.133333,0.009901,0.000000,0.009901,28,5,1.089719,14,46,0.189398,0.490019,0.718298
E352,***居装饰工程有限公司,类D,2649962.150000,13736577.610000,110415.089583,-4.183688,47,735,0.096154,0.010767,0.000000,0.016151,37,2,0.591532,40,52,0.034361,0.121431,4.183688
E353,***税务师事务所有限公司,类C,2734142.360000,318399.440000,136707.118000,0.883547,68,224,0.150000,0.042735,0.050000,0.004274,34,4,0.648808,25,104,0.064082,0.069301,0.883547
E354,***广告有限公司,类C,2217049.230000,590037.090000,71517.717097,0.733864,293,65,0.092879,0.029851,0.021672,0.000000,35,2,1.069488,62,11,0.117637,0.377668,0.733864
E355,***地毯经营部,类C,1194335.280000,505290.200000,45935.972308,0.576928,263,3,0.057348,0.250000,0.000000,0.000000,26,0,0.499314,104,2,0.039794,0.997911,0.576928
E356,***建材装饰部,类D,1507883.020000,16128.300000,55847.519259,0.989304,189,3,0.010471,0.000000,0.000000,0.000000,27,0,0.652326,4,2,0.843198,0.936634,0.989304
E357,***家居经营部,类D,1330097.040000,62418.020000,55420.710000,0.953073,144,10,0.064935,0.000000,0.000000,0.100000,26,5,0.498746,15,5,0.240979,0.589392,0.953073
E358,***五金经营部,类D,1604256.980000,528.300000,61702.191538,0.999671,259,2,0.139535,0.000000,0.112957,0.000000,26,1,0.553674,23,1,0.162973,1.000000,0.999671
E359,***厨房用品经营部,类D,1190765.020000,528.300000,49615.209167,0.999556,224,2,0.078189,0.000000,0.012346,0.000000,24,0,0.622598,33,1,0.096099,1.000000,0.999556
E360,***建筑劳务有限公司,类D,2610374.920000,792.450000,522074.984000,0.999696,29,3,0.171429,0.000000,0.000000,0.000000,6,11,0.805966,2,1,0.694979,1.000000,0.999696
E361,***勘察设计工程有限公司,类C,4901439.630000,3248944.600000,213106.070870,0.337145,90,171,0.237288,0.017241,0.000000,0.000000,28,2,1.258496,27,12,0.120163,0.220813,0.337145
E362,***建材有限公司,类D,4207637.880000,411876.140000,247508.110588,0.902112,95,122,0.095238,0.031746,0.038095,0.031746,34,8,1.612776,14,61,0.184294,0.124119,0.902112
E363,***建筑工程设计有限公司,类D,1072700.230000,201489.970000,97518.202727,0.812166,30,93,0.230769,0.060606,0.000000,0.040404,26,6,0.546884,10,38,0.316105,0.102471,0.812166
E364,***电子有限公司,类C,2029007.680000,433344.430000,61485.081212,0.786425,308,140,0.080597,0.000000,0.017910,0.035714,38,1,0.769877,56,23,0.042632,0.185857,0.786425
E365,***信息技术有限公司,类C,3453091.740000,1847659.220000,143878.822500,0.464926,76,126,0.136364,0.030769,0.000000,0.007692,35,2,2.262242,16,34,0.241053,0.575421,0.464926
E366,***房地产经纪有限公司,类D,1430221.000000,361648.440000,95348.066667,0.747138,19,21,0.050000,0.000000,0.000000,0.000000,19,2,0.372092,5,6,0.313574,0.980220,0.747138
E367,***电子商务有限公司,类D,1996948.940000,228432.410000,95092.806667,0.885609,198,23,0.079070,0.080000,0.046512,0.000000,25,3,0.752677,8,15,0.207909,0.865636,0.885609
E368,***通信科技有限责任公司,类D,818690.090000,303201.970000,54579.339333,0.629650,22,83,0.312500,0.045977,0.031250,0.000000,24,5,1.914883,4,38,0.323461,0.265687,0.629650
E369,***网络技术有限公司,类C,1416940.030000,637106.370000,44279.375938,0.550365,200,152,0.065421,0.055901,0.009346,0.000000,36,1,0.775512,19,31,0.240411,0.115594,0.550365
E370,***设计服务部,类D,2021150.330000,800.140000,72183.940357,0.999604,470,3,0.056225,0.250000,0.018072,0.000000,28,1,0.780348,89,2,0.082863,0.551366,0.999604
E371,***自动化科技有限公司,类D,1237223.200000,186151.180000,68734.622222,0.849541,26,80,0.187500,0.012346,0.000000,0.000000,24,4,1.310938,9,31,0.213263,0.122536,0.849541
E372,***汽车维修有限责任公司,类C,2065282.130000,548783.330000,55818.435946,0.734282,536,323,0.085324,0.003086,0.035836,0.000000,38,0,0.494106,143,54,0.140009,0.092041,0.734282
E373,个体经营E373 ,类D,1320702.460000,19766080.820000,37734.356000,-13.966339,109,868,0.026786,0.014756,0.000000,0.002270,36,1,2.860040,18,105,0.299280,0.126473,13.966339
E374,***建材经营部,类D,1268347.170000,47130.240000,55145.529130,0.962841,204,3,0.180723,0.000000,0.000000,0.000000,23,1,1.030899,47,2,0.072504,0.977833,0.962841
E375,***电器经营部,类C,985964.720000,528.300000,31805.313548,0.999464,357,2,0.053050,0.000000,0.000000,0.000000,31,0,0.682487,225,1,0.027964,1.000000,0.999464
E376,***建筑装饰设计有限责任公司,类D,566469.260000,6353.540000,47205.771667,0.988784,45,3,0.150943,0.000000,0.000000,0.000000,14,4,1.339147,13,2,0.232750,0.847527,0.988784
E377,***文化传播有限公司,类D,779587.070000,245984.740000,33895.090000,0.684468,58,108,0.333333,0.018182,0.022989,0.000000,33,1,1.244802,25,29,0.101215,0.235277,0.684468
E378,***商贸有限公司,类D,877931.620000,1178656.780000,27435.363125,-0.342538,298,685,0.176796,0.010116,0.024862,0.005780,34,2,1.831102,72,60,0.124677,0.249806,0.342538
E379,***药业有限公司,类C,2260264.930000,1294317.860000,72911.771935,0.427360,155,369,0.351464,0.041558,0.000000,0.007792,38,1,0.720255,49,93,0.342372,0.214678,0.427360
E380,***建材有限公司,类D,1226591.110000,528.300000,81772.740667,0.999569,166,2,0.117021,0.000000,0.085106,0.000000,17,6,1.093011,6,2,0.894948,0.500000,0.999569
E381,***通信网络工程有限公司,类D,1495993.290000,84704521.000000,106856.663571,-55.620923,80,1766,0.024390,0.031267,0.207317,0.002194,37,9,0.738216,14,195,0.175500,0.054181,55.620923
E382,***教育信息咨询有限公司***分公司,类D,516453.400000,699.240000,25822.670000,0.998646,88,2,0.000000,0.000000,0.000000,0.000000,21,2,0.554123,77,2,0.015447,0.529882,0.998646
E383,***通讯器材经营部,类D,812322.310000,227271.780000,54154.820667,0.720220,111,13,0.119048,0.000000,0.055556,0.000000,20,6,0.973848,10,7,0.759489,0.872832,0.720220
E384,个体经营E384 ,类D,2003973.710000,2536964.060000,250496.713750,-0.265967,27,236,0.156250,0.044534,0.000000,0.012146,35,11,0.714978,4,78,0.641724,0.079401,0.265967
E385,***装饰工程有限公司,类D,471838.440000,13660.670000,47183.844000,0.971048,12,29,0.571429,0.064516,0.035714,0.000000,19,4,0.784880,7,7,0.249339,0.279084,0.971048
E386,个体经营E386 ,类D,4145631.130000,183097.060000,318894.702308,0.955834,54,398,0.181818,0.007481,0.060606,0.000000,27,10,0.585408,6,113,0.387820,0.048474,0.955834
E387,***农副产品经营部,类D,825146.780000,1258.420000,29469.527857,0.998475,86,3,0.085106,0.000000,0.000000,0.000000,28,1,0.061164,8,1,0.561922,1.000000,0.998475
E388,***商贸有限公司,类C,1031505.400000,93133.580000,29471.582857,0.909711,319,291,0.098870,0.003425,0.000000,0.003425,37,1,0.647647,84,56,0.084090,0.308681,0.909711
E389,***清洁服务有限公司,类D,461618.420000,2836.560000,41965.310909,0.993855,63,2,0.015625,0.000000,0.000000,0.000000,11,2,0.612558,2,2,0.985386,0.739564,0.993855
E390,***建筑工程有限公司,类D,794083.140000,6885.330000,158816.628000,0.991329,14,16,0.000000,0.000000,0.000000,0.000000,13,6,0.401672,1,14,1.000000,0.154993,0.991329
E391,***五金店,类C,1313751.000000,839.620000,34572.394737,0.999361,318,3,0.091429,0.000000,0.011429,0.000000,38,0,0.633066,102,2,0.055755,0.533392,0.999361
E392,***科技有限公司,类C,1009536.890000,88514.420000,31548.027813,0.912322,227,179,0.126923,0.000000,0.007692,0.000000,36,1,1.074936,164,31,0.036087,0.183766,0.912322
E393,***商贸有限责任公司,类C,893770.030000,373649.920000,24826.945278,0.581940,544,23,0.103789,0.041667,0.016474,0.000000,36,0,0.263552,164,6,0.065731,0.532220,0.581940
E394,***环保设计研究院（有限合伙）,类C,1071989.320000,751513.690000,107198.932000,0.298954,21,533,0.734177,0.032668,0.000000,0.009074,35,4,0.937376,11,131,0.186940,0.076192,0.298954
E395,***网络科技有限公司,类D,1900800.640000,231871.950000,67885.737143,0.878014,94,133,0.323741,0.029197,0.021583,0.021898,32,1,1.259492,18,37,0.206906,0.205428,0.878014
E396,***文化传播有限公司,类C,618130.350000,448666.610000,41208.690000,0.274155,65,198,0.071429,0.061611,0.042857,0.000000,33,9,1.151485,14,96,0.208752,0.080896,0.274155
E397,***大闸蟹经营部,类D,650214.960000,383834.100000,46443.925714,0.409681,132,19,0.278689,0.000000,0.000000,0.000000,15,8,0.665617,66,4,0.071595,0.872546,0.409681
E398,***医疗管理咨询有限公司,类D,618867.380000,77724.010000,30943.369000,0.874409,89,73,0.000000,0.013514,0.000000,0.000000,33,4,1.716927,24,20,0.650607,0.221275,0.874409
E399,***装饰工程有限公司,类D,442160.010000,18163.240000,63165.715714,0.958922,15,52,0.210526,0.000000,0.000000,0.000000,26,7,0.851523,9,13,0.250247,0.311946,0.958922
E400,***办公用品经营部,类D,815647.970000,63453.470000,38840.379524,0.922205,122,16,0.089552,0.000000,0.000000,0.000000,27,4,0.609298,21,4,0.106262,0.573652,0.922205
E401,***遮阳技术发展中心,类D,314030.710000,165356.500000,18472.394706,0.473438,39,28,0.493506,0.000000,0.000000,0.000000,25,4,1.769496,14,10,0.247180,0.301700,0.473438
E402,***商贸有限公司,类D,470389.580000,413456.700000,39199.131667,0.121033,22,57,0.120000,0.000000,0.080000,0.000000,16,6,0.780745,4,5,0.356775,0.993953,0.121033
E403,***机械有限公司,类C,1197548.350000,90426.810000,32366.171622,0.924490,61,108,0.128571,0.018182,0.000000,0.000000,37,1,1.203217,10,53,0.317600,0.053433,0.924490
E404,个体经营E404 ,类D,830292.220000,816347.350000,138382.036667,0.016795,15,25,0.285714,0.137931,0.000000,0.000000,15,11,1.118081,4,12,0.458466,0.233589,0.016795
E405,***职业技能服务有限公司,类D,591433.000000,86172.260000,39428.866667,0.854299,25,17,0.444444,0.055556,0.000000,0.000000,17,5,1.777245,12,5,0.295489,0.890698,0.854299
E406,***招投标代理有限公司,类D,831766.440000,191619.410000,69313.870000,0.769624,24,52,0.225806,0.000000,0.032258,0.000000,24,5,1.273526,5,34,0.320121,0.152026,0.769624
E407,***装饰工程有限公司,类D,1848944.650000,388120.850000,142226.511538,0.790085,31,148,0.295455,0.006711,0.045455,0.013423,29,5,0.880792,5,53,0.351896,0.221008,0.790085
E408,***空调制冷有限责任公司,类D,522142.940000,60304.620000,34809.529333,0.884506,26,39,0.187500,0.025000,0.000000,0.000000,26,5,0.623678,10,11,0.273945,0.224686,0.884506
E409,***塑胶有限公司,类D,216430.450000,47059.720000,8324.248077,0.782564,90,15,0.108911,0.000000,0.000000,0.000000,26,1,1.161355,37,5,0.086248,0.431552,0.782564
E410,***网络科技有限公司,类D,406965.830000,16780.680000,15652.531923,0.958766,65,105,0.015152,0.000000,0.015152,0.038095,29,3,1.073475,41,10,0.078243,0.382559,0.958766
E411,***机电设备有限公司,类C,260305.240000,245753.440000,9640.934815,0.055903,67,109,0.309278,0.000000,0.041237,0.000000,33,2,1.202018,28,33,0.098338,0.670611,0.055903
E412,***汽车贸易有限公司,类C,320552.780000,65895.240000,9713.720606,0.794432,137,83,0.080537,0.034884,0.000000,0.000000,35,2,0.986810,82,19,0.032271,0.160607,0.794432
E413,***石材工艺品有限公司,类D,286978.870000,24463.710000,40996.981429,0.914754,33,62,0.175000,0.000000,0.000000,0.000000,18,11,1.280042,7,9,0.449249,0.249219,0.914754
E414,***物流有限责任公司***分公司,类D,377087.370000,9804.720000,53869.624286,0.973999,11,6,0.214286,0.000000,0.000000,0.000000,11,2,1.194524,6,4,0.329575,0.444963,0.973999
E415,***广告设计服务部,类C,85328.750000,17142.860000,3709.945652,0.799096,208,2,0.000000,0.000000,0.033654,0.000000,23,0,0.759591,185,1,0.011052,1.000000,0.799096
E416,***科技有限公司,类D,209414.410000,105461.630000,26176.801250,0.496397,23,7,0.080000,0.125000,0.000000,0.000000,13,21,0.550030,5,5,0.404407,0.969717,0.496397
