企业代号,企业名称,行业类别,冲击等级,情景,脆弱性修正系数,脆弱性原因,收入下降率,毛利率下降幅度,波动系数上升率,经营月份减少数,调整前信用得分,信用得分,调整前风险等级,风险等级,调整前贷款额度_万元,最终贷款额度_万元,调整前贷款年利率,建议贷款年利率
E267,***林园艺场,其他服务,中冲击,base,1.100000,第二问高风险池,0.165000,0.055000,0.275000,1,41.799149,40.776081,高风险,高风险,0.000000,27.000000,0.122500,0.122500
E268,***建筑劳务有限公司,建筑与工程,中高冲击,base,1.100000,第二问高风险池,0.242000,0.082500,0.418000,2,48.960622,47.034112,高风险,高风险,0.000000,24.600000,0.122500,0.122500
E269,***节能服务有限公司,其他服务,中冲击,base,1.250000,销项收入波动系数>1.00；第二问高风险池,0.187500,0.062500,0.312500,1,41.136931,39.861631,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E270,个体经营E270 ,可选消费与门店经营,高冲击,base,1.000000,,0.300000,0.100000,0.500000,2,51.534319,49.798404,中风险,高风险,0.000000,0.000000,0.110500,0.000000
E271,***科技有限公司,科技与线上服务,中冲击,base,1.150000,销项收入波动系数>1.00,0.172500,0.057500,0.287500,1,65.465328,63.529459,较低风险,中风险,68.918795,45.000000,0.070500,0.106500
E272,个体经营E272 ,可选消费与门店经营,高冲击,base,1.150000,销项收入波动系数>1.00,0.345000,0.115000,0.575000,2,58.096802,56.068128,中风险,中风险,50.000000,0.000000,0.110500,0.000000
E273,个体经营E273 ,可选消费与门店经营,高冲击,base,1.000000,,0.300000,0.100000,0.500000,2,69.529865,68.028543,较低风险,较低风险,72.576878,53.419266,0.070500,0.070500
E274,***建筑劳务有限公司,建筑与工程,中高冲击,base,1.250000,销项收入波动系数>1.00；第二问高风险池,0.275000,0.093750,0.475000,2,37.884266,35.792893,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E275,***网络工程有限公司,建筑与工程,中高冲击,base,1.100000,第二问高风险池,0.242000,0.082500,0.418000,2,48.813438,47.434256,高风险,高风险,0.000000,24.600000,0.122500,0.122500
E276,***体育设施工程有限公司,文娱广告与线下服务,高冲击,base,1.150000,销项收入波动系数>1.00,0.345000,0.115000,0.575000,2,50.406626,47.946752,中风险,高风险,0.000000,0.000000,0.110500,0.000000
E277,***消防设备制造有限公司,建筑与工程,中高冲击,base,1.000000,,0.220000,0.075000,0.380000,2,60.198701,57.912718,中风险,中风险,50.000000,41.000000,0.110500,0.110500
E278,***贸易有限公司,普通批发商贸,中冲击,base,1.150000,销项收入波动系数>1.00,0.172500,0.057500,0.287500,1,65.017578,63.463186,较低风险,中风险,68.515821,45.000000,0.070500,0.106500
E279,***环保包装有限公司,其他服务,中冲击,base,1.200000,客户集中度HHI>0.80,0.180000,0.060000,0.300000,1,56.904610,55.236276,中风险,中风险,0.000000,45.000000,0.110500,0.110500
E280,个体经营E280 ,可选消费与门店经营,高冲击,base,1.000000,,0.300000,0.100000,0.500000,2,68.786736,66.025424,较低风险,较低风险,71.908063,52.067161,0.070500,0.070500
E281,***商业管理有限责任公司,其他服务,中冲击,base,1.150000,毛利率<5%,0.172500,0.057500,0.287500,1,58.732262,55.980236,中风险,中风险,50.000000,45.000000,0.110500,0.110500
E282,***影城有限公司***分公司,其他服务,中冲击,base,1.100000,第二问高风险池,0.165000,0.055000,0.275000,1,59.762700,60.094300,中风险,中风险,0.000000,27.000000,0.110500,0.106500
E283,***机械铸造有限责任公司,制造与设备,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,67.863391,66.765554,较低风险,较低风险,71.077052,63.080099,0.070500,0.070500
E284,***成焊科技有限公司,科技与线上服务,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,66.511638,65.473798,较低风险,较低风险,69.860474,62.033776,0.070500,0.070500
E285,个体经营E285 ,可选消费与门店经营,高冲击,base,1.150000,销项收入波动系数>1.00,0.345000,0.115000,0.575000,2,60.256161,56.293611,中风险,中风险,50.000000,0.000000,0.110500,0.000000
E286,***印务有限公司,其他服务,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,54.187776,51.859898,中风险,中风险,0.000000,45.000000,0.110500,0.110500
E287,***鞋材有限公司,其他服务,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,65.363931,63.314269,较低风险,中风险,68.827538,45.000000,0.070500,0.106500
E288,个体经营E288 ,可选消费与门店经营,高冲击,base,1.000000,,0.300000,0.100000,0.500000,2,57.736864,54.593464,中风险,中风险,50.000000,37.500000,0.110500,0.110500
E289,***运业有限公司***分公司,其他服务,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,68.053159,67.834926,较低风险,较低风险,71.247843,63.946290,0.070500,0.070500
E290,***机电有限公司,制造与设备,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,59.516692,60.420610,中风险,中风险,50.000000,45.000000,0.110500,0.106500
E291,***文业建设工程有限公司,建筑与工程,中高冲击,base,1.600000,客户集中度HHI>0.80；销项收入波动系数>1.00；毛利率<5%；第二问高风险池,0.352000,0.120000,0.608000,3,33.171748,28.370197,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E292,***物流有限公司,物流运输,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,63.272470,61.817309,中风险,中风险,50.000000,45.000000,0.106500,0.106500
E293,***物资有限公司,普通批发商贸,中冲击,base,1.300000,销项收入波动系数>1.00；毛利率<5%,0.195000,0.065000,0.325000,1,53.390787,50.500118,中风险,中风险,0.000000,45.000000,0.110500,0.110500
E294,个体经营E294 ,可选消费与门店经营,高冲击,base,1.000000,,0.300000,0.100000,0.500000,2,57.325465,55.642079,中风险,中风险,0.000000,37.500000,0.110500,0.110500
E295,***电器设备制造有限公司,制造与设备,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,63.046554,61.731682,中风险,中风险,50.000000,45.000000,0.106500,0.106500
E296,***装饰设计工程有限公司,装饰装修与家居,高冲击,base,1.250000,销项收入波动系数>1.00；第二问高风险池,0.375000,0.125000,0.625000,2,45.668898,44.099512,高风险,高风险,0.000000,0.000000,0.122500,0.000000
E297,***建筑机械租赁有限公司,建筑与工程,中高冲击,base,1.000000,,0.220000,0.075000,0.380000,2,50.792493,48.092643,中风险,高风险,0.000000,24.600000,0.110500,0.122500
E298,***电器维护服务有限公司,其他服务,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,60.098806,61.200108,中风险,中风险,50.000000,45.000000,0.110500,0.106500
E299,***压缩天然气有限责任公司,其他服务,中冲击,base,1.150000,毛利率<5%,0.172500,0.057500,0.287500,1,58.500412,55.915749,中风险,中风险,50.000000,45.000000,0.110500,0.110500
E300,***建设工程有限公司,建筑与工程,中高冲击,base,1.150000,销项收入波动系数>1.00,0.253000,0.086250,0.437000,2,60.689551,57.163123,中风险,中风险,50.000000,41.000000,0.110500,0.110500
E301,***企业管理咨询有限公司,其他服务,中冲击,base,1.150000,销项收入波动系数>1.00,0.172500,0.057500,0.287500,1,64.438290,63.313215,中风险,中风险,50.000000,45.000000,0.106500,0.106500
E302,***机电设备有限公司,制造与设备,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,58.709174,58.190633,中风险,中风险,50.000000,45.000000,0.110500,0.110500
E303,***图书发行有限公司,其他服务,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,52.266302,51.916113,中风险,中风险,0.000000,45.000000,0.110500,0.110500
E304,***环保科技有限公司,科技与线上服务,中冲击,base,1.150000,毛利率<5%,0.172500,0.057500,0.287500,1,57.104866,55.955934,中风险,中风险,0.000000,45.000000,0.110500,0.110500
E305,***劳务有限公司,其他服务,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,58.399670,57.296368,中风险,中风险,50.000000,45.000000,0.110500,0.110500
E306,个体经营E306 ,可选消费与门店经营,高冲击,base,1.000000,,0.300000,0.100000,0.500000,2,55.906821,54.030687,中风险,中风险,0.000000,37.500000,0.110500,0.110500
E307,***通信工程有限公司,建筑与工程,中高冲击,base,1.150000,销项收入波动系数>1.00,0.253000,0.086250,0.437000,2,50.407160,48.651693,中风险,高风险,0.000000,24.600000,0.110500,0.122500
E308,***餐饮文化服务有限公司,文娱广告与线下服务,高冲击,base,1.000000,,0.300000,0.100000,0.500000,2,66.306107,64.049285,较低风险,中风险,69.675496,37.500000,0.070500,0.106500
E309,个体经营E309 ,可选消费与门店经营,高冲击,base,1.000000,,0.300000,0.100000,0.500000,2,57.519071,54.960777,中风险,中风险,0.000000,37.500000,0.110500,0.110500
E310,***律师事务所,其他服务,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,67.879138,67.231239,较低风险,较低风险,71.091224,63.457304,0.070500,0.070500
E311,***律师事务所,其他服务,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,55.723642,55.020584,中风险,中风险,0.000000,45.000000,0.110500,0.110500
E312,***家居用品有限公司,装饰装修与家居,高冲击,base,1.150000,毛利率<5%,0.345000,0.115000,0.575000,2,56.569413,54.065965,中风险,中风险,0.000000,0.000000,0.000000,0.000000
E313,***物流有限公司,物流运输,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,62.580308,61.680976,中风险,中风险,50.000000,45.000000,0.106500,0.106500
E314,***房地产营销策划有限公司,文娱广告与线下服务,高冲击,base,1.000000,,0.300000,0.100000,0.500000,2,53.459178,51.649054,中风险,中风险,0.000000,37.500000,0.110500,0.110500
E315,***轮胎有限公司,其他服务,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,60.690578,61.954536,中风险,中风险,50.000000,45.000000,0.110500,0.106500
E316,个体经营E316 ,可选消费与门店经营,高冲击,base,1.150000,销项收入波动系数>1.00,0.345000,0.115000,0.575000,2,51.399045,49.156992,中风险,高风险,0.000000,0.000000,0.110500,0.000000
E317,***科技有限公司,科技与线上服务,中冲击,base,1.250000,销项收入波动系数>1.00；第二问高风险池,0.187500,0.062500,0.312500,1,44.783117,46.776325,高风险,高风险,0.000000,27.000000,0.122500,0.122500
E318,***商贸有限公司,普通批发商贸,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,51.035691,50.857819,中风险,中风险,0.000000,45.000000,0.110500,0.110500
E319,个体经营E319 ,可选消费与门店经营,高冲击,base,1.000000,,0.300000,0.100000,0.500000,2,67.864245,65.484709,较低风险,较低风险,71.077820,51.702179,0.070500,0.070500
E320,***建筑设计有限公司,建筑与工程,中高冲击,base,1.000000,,0.220000,0.075000,0.380000,2,55.309493,52.349829,中风险,中风险,0.000000,41.000000,0.110500,0.110500
E321,***生物流有限公司,物流运输,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,56.011230,55.460065,中风险,中风险,0.000000,45.000000,0.110500,0.110500
E322,***装饰工程设计有限公司,装饰装修与家居,高冲击,base,1.000000,,0.300000,0.100000,0.500000,2,61.170504,57.045893,中风险,中风险,50.000000,37.500000,0.110500,0.110500
E323,***建筑装饰工程有限公司,装饰装修与家居,高冲击,base,1.250000,销项收入波动系数>1.00；第二问高风险池,0.375000,0.125000,0.625000,2,48.765690,41.890906,高风险,高风险,0.000000,0.000000,0.122500,0.000000
E324,***汽贸有限公司,其他服务,中冲击,base,1.150000,毛利率<5%,0.172500,0.057500,0.287500,1,39.028611,37.759597,高风险,高风险,0.000000,0.000000,0.000000,0.000000
E325,***通讯器材有限公司,其他服务,中冲击,base,1.150000,毛利率<5%,0.172500,0.057500,0.287500,1,52.377366,51.356561,中风险,中风险,0.000000,45.000000,0.110500,0.110500
E326,***包装材料有限公司,制造与设备,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,64.551391,63.193592,中风险,中风险,50.000000,45.000000,0.106500,0.106500
E327,个体经营E327 ,可选消费与门店经营,高冲击,base,1.200000,客户集中度HHI>0.80,0.360000,0.120000,0.600000,2,58.770822,55.640457,中风险,中风险,50.000000,37.500000,0.110500,0.110500
E328,***科技有限公司,科技与线上服务,中冲击,base,1.150000,销项收入波动系数>1.00,0.172500,0.057500,0.287500,1,51.844135,50.683207,中风险,中风险,0.000000,45.000000,0.110500,0.110500
E329,***园艺有限责任公司,其他服务,中冲击,base,1.100000,第二问高风险池,0.165000,0.055000,0.275000,1,41.614478,40.861125,高风险,高风险,0.000000,27.000000,0.122500,0.122500
E330,***酒店管理有限公司,其他服务,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,67.892192,67.637147,较低风险,较低风险,71.102973,63.786089,0.070500,0.070500
E331,***广告有限公司,文娱广告与线下服务,高冲击,base,1.250000,销项收入波动系数>1.00；第二问高风险池,0.375000,0.125000,0.625000,2,49.853727,48.463072,高风险,高风险,0.000000,0.000000,0.122500,0.000000
E332,***商贸有限公司,普通批发商贸,中冲击,base,1.150000,销项收入波动系数>1.00,0.172500,0.057500,0.287500,1,60.079114,59.885305,中风险,中风险,50.000000,45.000000,0.110500,0.106500
E333,***房地产营销策划有限公司,文娱广告与线下服务,高冲击,base,1.000000,,0.300000,0.100000,0.500000,2,52.231662,50.806691,中风险,中风险,0.000000,37.500000,0.110500,0.110500
E334,***机械科技有限公司,科技与线上服务,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,55.671128,54.344916,中风险,中风险,0.000000,45.000000,0.110500,0.110500
E335,***挖掘机租赁经营部,其他服务,中冲击,base,1.100000,第二问高风险池,0.165000,0.055000,0.275000,1,49.359984,47.700433,高风险,高风险,0.000000,27.000000,0.122500,0.122500
E336,***猕猴桃专业合作社,其他服务,中冲击,base,1.450000,供应商集中度HHI>0.80；销项收入波动系数>1.00；第二问高风险池,0.217500,0.072500,0.362500,1,28.681112,28.777306,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E337,个体经营E337 ,可选消费与门店经营,高冲击,base,1.000000,,0.300000,0.100000,0.500000,2,53.004317,51.710023,中风险,中风险,0.000000,37.500000,0.110500,0.110500
E338,***商贸有限公司,普通批发商贸,中冲击,base,1.250000,销项收入波动系数>1.00；第二问高风险池,0.187500,0.062500,0.312500,1,49.092250,48.082248,高风险,高风险,0.000000,27.000000,0.122500,0.122500
E339,***居益卫浴家俬厂,其他服务,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,58.102888,56.773139,中风险,中风险,50.000000,45.000000,0.110500,0.110500
E340,***物流有限公司,物流运输,中冲击,base,1.450000,供应商集中度HHI>0.80；销项收入波动系数>1.00；第二问高风险池,0.217500,0.072500,0.362500,1,36.795452,35.658215,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E341,***纺织品有限公司,其他服务,中冲击,base,1.300000,供应商集中度HHI>0.80；第二问高风险池,0.195000,0.065000,0.325000,1,48.948600,48.369290,高风险,高风险,0.000000,27.000000,0.122500,0.122500
E342,***裕华机械厂,制造与设备,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,56.019019,55.737591,中风险,中风险,0.000000,45.000000,0.110500,0.110500
E343,***五金工具经营部,普通批发商贸,中冲击,base,1.300000,供应商集中度HHI>0.80；第二问高风险池,0.195000,0.065000,0.325000,1,41.830567,41.581343,高风险,高风险,0.000000,27.000000,0.122500,0.122500
E344,***机械有限公司,制造与设备,中冲击,base,1.150000,销项收入波动系数>1.00,0.172500,0.057500,0.287500,1,59.314480,57.833787,中风险,中风险,50.000000,45.000000,0.110500,0.110500
E345,***科技有限公司,科技与线上服务,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,52.819057,52.041477,中风险,中风险,0.000000,45.000000,0.110500,0.110500
E346,个体经营E346 ,可选消费与门店经营,高冲击,base,1.150000,毛利率<5%,0.345000,0.115000,0.575000,2,67.316941,62.061208,较低风险,中风险,70.585247,37.500000,0.070500,0.106500
E347,***不锈钢材料有限公司,制造与设备,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,56.428499,55.940236,中风险,中风险,0.000000,45.000000,0.110500,0.110500
E348,***酒店管理有限公司,其他服务,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,64.830849,64.437777,中风险,中风险,50.000000,45.000000,0.106500,0.106500
E349,***营销策划广告有限公司,文娱广告与线下服务,高冲击,base,1.200000,有效经营月份数<12；第二问高风险池,0.360000,0.120000,0.600000,2,39.163351,38.441972,高风险,高风险,0.000000,0.000000,0.122500,0.000000
E350,***演艺设备有限公司,制造与设备,中冲击,base,1.150000,销项收入波动系数>1.00,0.172500,0.057500,0.287500,1,51.473212,50.399210,中风险,中风险,0.000000,45.000000,0.110500,0.110500
E351,***文化传播有限公司,文娱广告与线下服务,高冲击,base,1.250000,销项收入波动系数>1.00；第二问高风险池,0.375000,0.125000,0.625000,2,42.735423,40.907255,高风险,高风险,0.000000,0.000000,0.122500,0.000000
E352,***居装饰工程有限公司,装饰装修与家居,高冲击,base,1.150000,毛利率<5%,0.345000,0.115000,0.575000,2,43.606315,41.272943,高风险,高风险,0.000000,0.000000,0.000000,0.000000
E353,***税务师事务所有限公司,其他服务,中冲击,base,1.100000,第二问高风险池,0.165000,0.055000,0.275000,1,48.519101,47.925911,高风险,高风险,0.000000,27.000000,0.122500,0.122500
E354,***广告有限公司,文娱广告与线下服务,高冲击,base,1.150000,销项收入波动系数>1.00,0.345000,0.115000,0.575000,2,51.837407,50.030731,中风险,中风险,0.000000,0.000000,0.110500,0.000000
E355,***地毯经营部,其他服务,中冲击,base,1.300000,供应商集中度HHI>0.80；第二问高风险池,0.195000,0.065000,0.325000,1,48.205640,47.819441,高风险,高风险,0.000000,27.000000,0.122500,0.122500
E356,***建材装饰部,装饰装修与家居,高冲击,base,1.500000,客户集中度HHI>0.80；供应商集中度HHI>0.80；第二问高风险池,0.450000,0.150000,0.750000,3,39.592312,37.816290,高风险,高风险,0.000000,0.000000,0.122500,0.000000
E357,***家居经营部,装饰装修与家居,高冲击,base,1.100000,第二问高风险池,0.330000,0.110000,0.550000,2,37.311743,36.407255,高风险,高风险,0.000000,0.000000,0.122500,0.000000
E358,***五金经营部,普通批发商贸,中冲击,base,1.300000,供应商集中度HHI>0.80；第二问高风险池,0.195000,0.065000,0.325000,1,34.522352,34.079588,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E359,***厨房用品经营部,其他服务,中冲击,base,1.300000,供应商集中度HHI>0.80；第二问高风险池,0.195000,0.065000,0.325000,1,40.707065,40.208874,高风险,高风险,0.000000,27.000000,0.122500,0.122500
E360,***建筑劳务有限公司,建筑与工程,中高冲击,base,1.400000,供应商集中度HHI>0.80；有效经营月份数<12；第二问高风险池,0.308000,0.105000,0.532000,3,22.758937,22.290358,高风险,高风险,0.000000,0.000000,0.122500,0.000000
E361,***勘察设计工程有限公司,建筑与工程,中高冲击,base,1.150000,销项收入波动系数>1.00,0.253000,0.086250,0.437000,2,51.304774,48.054686,中风险,高风险,0.000000,24.600000,0.110500,0.122500
E362,***建材有限公司,建筑与工程,中高冲击,base,1.250000,销项收入波动系数>1.00；第二问高风险池,0.275000,0.093750,0.475000,2,41.419825,39.890058,高风险,高风险,0.000000,15.632548,0.122500,0.122500
E363,***建筑工程设计有限公司,建筑与工程,中高冲击,base,1.100000,第二问高风险池,0.242000,0.082500,0.418000,2,38.491665,37.343326,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E364,***电子有限公司,制造与设备,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,54.116546,53.737845,中风险,中风险,0.000000,45.000000,0.110500,0.110500
E365,***信息技术有限公司,科技与线上服务,中冲击,base,1.150000,销项收入波动系数>1.00,0.172500,0.057500,0.287500,1,50.629643,49.975492,中风险,高风险,0.000000,27.000000,0.110500,0.122500
E366,***房地产经纪有限公司,其他服务,中冲击,base,1.300000,供应商集中度HHI>0.80；第二问高风险池,0.195000,0.065000,0.325000,1,43.116516,42.832755,高风险,高风险,0.000000,27.000000,0.122500,0.122500
E367,***电子商务有限公司,制造与设备,中冲击,base,1.300000,供应商集中度HHI>0.80；第二问高风险池,0.195000,0.065000,0.325000,1,38.897502,38.264249,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E368,***通信科技有限责任公司,科技与线上服务,中冲击,base,1.250000,销项收入波动系数>1.00；第二问高风险池,0.187500,0.062500,0.312500,1,36.304898,36.101906,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E369,***网络技术有限公司,其他服务,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,58.476331,57.801270,中风险,中风险,50.000000,45.000000,0.110500,0.110500
E370,***设计服务部,其他服务,中冲击,base,1.100000,第二问高风险池,0.165000,0.055000,0.275000,1,37.383399,36.707063,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E371,***自动化科技有限公司,科技与线上服务,中冲击,base,1.250000,销项收入波动系数>1.00；第二问高风险池,0.187500,0.062500,0.312500,1,39.563105,38.451617,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E372,***汽车维修有限责任公司,其他服务,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,57.767707,57.581082,中风险,中风险,50.000000,45.000000,0.110500,0.110500
E373,个体经营E373 ,可选消费与门店经营,高冲击,base,1.300000,销项收入波动系数>1.00；毛利率<5%,0.390000,0.130000,0.650000,3,41.339160,38.897806,高风险,高风险,0.000000,0.000000,0.000000,0.000000
E374,***建材经营部,建筑与工程,中高冲击,base,1.450000,供应商集中度HHI>0.80；销项收入波动系数>1.00；第二问高风险池,0.319000,0.108750,0.551000,3,36.693821,34.158985,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E375,***电器经营部,其他服务,中冲击,base,1.200000,供应商集中度HHI>0.80,0.180000,0.060000,0.300000,1,50.467488,49.901483,中风险,高风险,0.000000,27.000000,0.110500,0.122500
E376,***建筑装饰设计有限责任公司,装饰装修与家居,高冲击,base,1.450000,供应商集中度HHI>0.80；销项收入波动系数>1.00；第二问高风险池,0.435000,0.145000,0.725000,3,30.594879,28.301996,高风险,高风险,0.000000,0.000000,0.122500,0.000000
E377,***文化传播有限公司,文娱广告与线下服务,高冲击,base,1.250000,销项收入波动系数>1.00；第二问高风险池,0.375000,0.125000,0.625000,2,44.045545,42.026894,高风险,高风险,0.000000,0.000000,0.122500,0.000000
E378,***商贸有限公司,普通批发商贸,中冲击,base,1.400000,销项收入波动系数>1.00；毛利率<5%；第二问高风险池,0.210000,0.070000,0.350000,1,42.659235,41.377136,高风险,高风险,0.000000,27.000000,0.122500,0.122500
E379,***药业有限公司,医疗药品与健康服务,低冲击,base,1.100000,第二问高风险池,0.055000,0.022000,0.110000,0,53.899936,53.669033,中风险,中风险,0.000000,30.000000,0.110500,0.110500
E380,***建材有限公司,建筑与工程,中高冲击,base,1.450000,客户集中度HHI>0.80；销项收入波动系数>1.00；第二问高风险池,0.319000,0.108750,0.551000,3,27.226100,24.588169,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E381,***通信网络工程有限公司,建筑与工程,中高冲击,base,1.150000,毛利率<5%,0.253000,0.086250,0.437000,2,35.269978,33.025578,高风险,高风险,0.000000,0.000000,0.000000,0.000000
E382,***教育信息咨询有限公司***分公司,科技与线上服务,中冲击,base,1.100000,第二问高风险池,0.165000,0.055000,0.275000,1,45.076411,47.597202,高风险,高风险,0.000000,27.000000,0.122500,0.122500
E383,***通讯器材经营部,其他服务,中冲击,base,1.300000,供应商集中度HHI>0.80；第二问高风险池,0.195000,0.065000,0.325000,1,32.882094,32.069823,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E384,个体经营E384 ,可选消费与门店经营,高冲击,base,1.250000,毛利率<5%；第二问高风险池,0.375000,0.125000,0.625000,2,40.947684,37.739645,高风险,高风险,0.000000,0.000000,0.122500,0.000000
E385,***装饰工程有限公司,装饰装修与家居,高冲击,base,1.000000,,0.300000,0.100000,0.500000,2,32.285793,30.937086,高风险,高风险,0.000000,0.000000,0.000000,0.000000
E386,个体经营E386 ,可选消费与门店经营,高冲击,base,1.100000,第二问高风险池,0.330000,0.110000,0.550000,2,35.872361,34.695682,高风险,高风险,0.000000,0.000000,0.122500,0.000000
E387,***农副产品经营部,其他服务,中冲击,base,1.300000,供应商集中度HHI>0.80；第二问高风险池,0.195000,0.065000,0.325000,1,39.394377,39.466993,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E388,***商贸有限公司,普通批发商贸,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,52.380877,52.100039,中风险,中风险,0.000000,45.000000,0.110500,0.110500
E389,***清洁服务有限公司,其他服务,中冲击,base,1.400000,客户集中度HHI>0.80；有效经营月份数<12；第二问高风险池,0.210000,0.070000,0.350000,1,33.957191,33.501879,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E390,***建筑工程有限公司,建筑与工程,中高冲击,base,1.300000,客户集中度HHI>0.80；第二问高风险池,0.286000,0.097500,0.494000,3,37.683930,36.003161,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E391,***五金店,普通批发商贸,中冲击,base,1.100000,第二问高风险池,0.165000,0.055000,0.275000,1,49.916306,49.665123,高风险,高风险,0.000000,27.000000,0.122500,0.122500
E392,***科技有限公司,科技与线上服务,中冲击,base,1.150000,销项收入波动系数>1.00,0.172500,0.057500,0.287500,1,52.194603,51.305249,中风险,中风险,0.000000,45.000000,0.110500,0.110500
E393,***商贸有限责任公司,普通批发商贸,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,58.743075,59.934361,中风险,中风险,50.000000,45.000000,0.110500,0.106500
E394,***环保设计研究院（有限合伙）,其他服务,中冲击,base,1.000000,,0.150000,0.050000,0.250000,1,53.563152,52.086948,中风险,中风险,0.000000,0.000000,0.000000,0.000000
E395,***网络科技有限公司,科技与线上服务,中冲击,base,1.250000,销项收入波动系数>1.00；第二问高风险池,0.187500,0.062500,0.312500,1,39.821139,38.747763,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E396,***文化传播有限公司,文娱广告与线下服务,高冲击,base,1.150000,销项收入波动系数>1.00,0.345000,0.115000,0.575000,2,54.463998,50.998656,中风险,中风险,0.000000,0.000000,0.110500,0.000000
E397,***大闸蟹经营部,其他服务,中冲击,base,1.300000,供应商集中度HHI>0.80；第二问高风险池,0.195000,0.065000,0.325000,1,39.065027,37.647946,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E398,***医疗管理咨询有限公司,医疗药品与健康服务,低冲击,base,1.250000,销项收入波动系数>1.00；第二问高风险池,0.062500,0.025000,0.125000,0,43.419985,43.160648,高风险,高风险,0.000000,30.000000,0.122500,0.122500
E399,***装饰工程有限公司,装饰装修与家居,高冲击,base,1.100000,第二问高风险池,0.330000,0.110000,0.550000,2,35.518678,34.088359,高风险,高风险,0.000000,0.000000,0.122500,0.000000
E400,***办公用品经营部,普通批发商贸,中冲击,base,1.100000,第二问高风险池,0.165000,0.055000,0.275000,1,42.264778,41.735482,高风险,高风险,0.000000,27.000000,0.122500,0.122500
E401,***遮阳技术发展中心,其他服务,中冲击,base,1.150000,销项收入波动系数>1.00,0.172500,0.057500,0.287500,1,41.625872,40.504174,高风险,高风险,0.000000,0.000000,0.000000,0.000000
E402,***商贸有限公司,普通批发商贸,中冲击,base,1.300000,供应商集中度HHI>0.80；第二问高风险池,0.195000,0.065000,0.325000,1,40.023074,38.505405,高风险,高风险,0.000000,0.000000,0.122500,0.122500
E403,***机械有限公司,制造与设备,中冲击,base,1.250000,销项收入波动系数>1.00；第二问高风险池,0.187500,0.062500,0.312500,1,48.602318,47.891795,高风险,高风险,0.000000,27.000000,0.122500,0.122500
E404,个体经营E404 ,可选消费与门店经营,高冲击,base,1.400000,销项收入波动系数>1.00；毛利率<5%；第二问高风险池,0.420000,0.140000,0.700000,3,37.627973,30.975132,高风险,高风险,0.000000,0.000000,0.122500,0.000000
E405,***职业技能服务有限公司,其他服务,中冲击,base,1.350000,供应商集中度HHI>0.80；销项收入波动系数>1.00,0.202500,0.067500,0.337500,1,28.308338,27.795342,高风险,高风险,0.000000,0.000000,0.000000,0.000000
