行业类别,冲击等级,脆弱性修正系数,企业代号,企业名称,估计信用等级,有效销项金额,有效进项金额,月均销项收入,毛利率,有效销项发票数,有效进项发票数,销项作废率,进项作废率,销项负数率,进项负数率,有效经营月份数,最长销项断档月数,销项收入波动系数,客户数,供应商数,客户集中度HHI,供应商集中度HHI,进销匹配差异,经营规模分,经营连续性分,交易真实性分,抗风险能力分,经营综合预评分,信用基础分,信用得分,风险得分,最大作废率,最大负数率,是否一票否决,一票否决原因,是否高风险池,高风险池原因,风险等级,分级依据指标
建筑与工程,中高冲击,1.250000,E199,***建筑劳务有限公司,类D,43192268.015251,160238.800000,2879484.534350,0.903560,808.000000,47.000000,0.014634,0.020833,0.109756,0.000000,21.000000,8.000000,1.879390,3.000000,25.000000,0.370991,0.289291,0.997310,26.289475,34.175133,63.167055,30.875280,38.397445,30.000000,38.374215,61.625785,0.020833,0.109756,否,,是,信用得分38.37 < 50,高风险,信用得分=38.37，有效销项金额=43192268.02，毛利率=90.36%，有效经营月份=21.0，最大作废率=2.08%，最大负数率=10.98%，进销匹配差异=1.00，客户HHI=0.371，供应商HHI=0.289
可选消费与门店经营,高冲击,1.150000,E200,个体经营E200 ,类C,30891957.209750,47469657.040000,908586.976757,-0.121496,564.000000,1201.000000,0.079935,0.029887,0.019576,0.005654,34.000000,3.000000,1.376602,50.000000,133.000000,0.059378,0.176276,0.006496,25.539051,73.158306,85.759020,52.496302,57.890307,60.000000,58.955439,41.044561,0.079935,0.019576,否,,否,,中风险,信用得分=58.96，有效销项金额=30891957.21，毛利率=-12.15%，有效经营月份=34.0，最大作废率=7.99%，最大负数率=1.96%，进销匹配差异=0.01，客户HHI=0.059，供应商HHI=0.176
物流运输,中冲击,1.150000,E201,***物流有限责任公司,类B,39759680.677200,39212850.350000,1074585.964248,0.126381,1084.000000,463.000000,0.101906,0.035417,0.014085,0.002083,36.000000,1.000000,1.699504,170.000000,105.000000,0.077647,0.149294,0.183881,42.833383,76.673557,80.402492,61.258663,64.370760,75.000000,65.895413,34.104587,0.101906,0.014085,否,,否,,较低风险,信用得分=65.90，有效销项金额=39759680.68，毛利率=12.64%，有效经营月份=36.0，最大作废率=10.19%，最大负数率=1.41%，进销匹配差异=0.18，客户HHI=0.078，供应商HHI=0.149
可选消费与门店经营,高冲击,1.200000,E202,个体经营E202 ,类C,63532568.064001,10387155.820000,1985392.752000,0.775364,1096.000000,364.000000,0.009042,0.099010,0.000000,0.004950,34.000000,3.000000,1.560635,5.000000,107.000000,0.902523,0.093614,0.895364,33.966536,70.602289,69.727230,26.758692,50.624079,60.000000,51.395638,48.604362,0.099010,0.004950,否,,是,高冲击行业且销项收入波动系数>1.5,中风险,信用得分=51.40，有效销项金额=63532568.06，毛利率=77.54%，有效经营月份=34.0，最大作废率=9.90%，最大负数率=0.50%，进销匹配差异=0.90，客户HHI=0.903，供应商HHI=0.094
建筑与工程,中高冲击,1.150000,E203,***建设工程有限公司,类B,35591940.863460,23399488.060000,1078543.662529,0.422644,578.000000,1142.000000,0.092622,0.053853,0.003140,0.002486,34.000000,3.000000,1.955543,27.000000,338.000000,0.360680,0.087430,0.508894,41.952589,65.117460,77.656275,52.089899,58.697190,75.000000,60.843688,39.156312,0.092622,0.003140,否,,否,,中风险,信用得分=60.84，有效销项金额=35591940.86，毛利率=42.26%，有效经营月份=34.0，最大作废率=9.26%，最大负数率=0.31%，进销匹配差异=0.51，客户HHI=0.361，供应商HHI=0.087
科技与线上服务,中冲击,1.000000,E204,***科技发展有限公司,类A,78278003.038000,57409981.430000,2115621.703730,0.326600,1339.000000,5029.000000,0.202976,0.036036,0.020833,0.009009,36.000000,1.000000,0.816059,373.000000,1205.000000,0.024702,0.020765,0.376600,55.425789,88.943628,61.867910,99.824776,74.295576,90.000000,76.077105,23.922895,0.202976,0.020833,否,,否,,较低风险,信用得分=76.08，有效销项金额=78278003.04，毛利率=32.66%，有效经营月份=36.0，最大作废率=20.30%，最大负数率=2.08%，进销匹配差异=0.38，客户HHI=0.025，供应商HHI=0.021
可选消费与门店经营,高冲击,1.000000,E205,个体经营E205 ,类B,51977251.697000,23934662.510000,1443812.547139,0.577662,967.000000,137.000000,0.040675,0.092715,0.008929,0.006623,34.000000,2.000000,0.585687,71.000000,15.000000,0.079914,0.397644,0.677662,40.025385,86.643236,73.821465,41.678766,60.459544,75.000000,61.626113,38.373887,0.092715,0.008929,否,,否,,中风险,信用得分=61.63，有效销项金额=51977251.70，毛利率=57.77%，有效经营月份=34.0，最大作废率=9.27%，最大负数率=0.89%，进销匹配差异=0.68，客户HHI=0.080，供应商HHI=0.398
建筑与工程,中高冲击,1.000000,E206,***建设工程有限公司,类A,74886333.155401,72946880.400000,2582287.350186,0.165201,913.000000,3557.000000,0.051921,0.033161,0.001038,0.002175,35.000000,4.000000,1.200742,307.000000,889.000000,0.095534,0.037131,0.240201,56.623702,74.600804,88.201292,96.277245,76.943084,90.000000,79.381858,20.618142,0.051921,0.002175,否,,否,,较低风险,信用得分=79.38，有效销项金额=74886333.16，毛利率=16.52%，有效经营月份=35.0，最大作废率=5.19%，最大负数率=0.22%，进销匹配差异=0.24，客户HHI=0.096，供应商HHI=0.037
可选消费与门店经营,高冲击,1.150000,E207,个体经营E207 ,类B,79213304.534001,72195567.270000,2475415.766687,0.288028,1393.000000,3298.000000,0.044582,0.025989,0.006859,0.003839,33.000000,4.000000,1.843382,17.000000,267.000000,0.585927,0.081746,0.403028,57.113589,62.675256,85.676680,41.396320,62.501325,75.000000,64.011882,35.988118,0.044582,0.006859,否,,是,高冲击行业且销项收入波动系数>1.5,中风险,信用得分=64.01，有效销项金额=79213304.53，毛利率=28.80%，有效经营月份=33.0，最大作废率=4.46%，最大负数率=0.69%，进销匹配差异=0.40，客户HHI=0.586，供应商HHI=0.082
可选消费与门店经营,高冲击,1.150000,E208,个体经营E208 ,类B,49487727.229650,75862564.990000,1413935.063704,-0.119087,897.000000,963.000000,0.127432,0.013320,0.019455,0.001025,34.000000,3.000000,0.974328,80.000000,44.000000,0.037356,0.329229,0.004087,31.836265,78.745443,79.169747,47.122629,58.454203,75.000000,60.425118,39.574882,0.127432,0.019455,否,,否,,中风险,信用得分=60.43，有效销项金额=49487727.23，毛利率=-11.91%，有效经营月份=34.0，最大作废率=12.74%，最大负数率=1.95%，进销匹配差异=0.00，客户HHI=0.037，供应商HHI=0.329
建筑与工程,中高冲击,1.000000,E209,***工程检测有限公司,类A,51246768.432600,43991012.250000,1464193.383788,0.255436,1223.000000,8128.000000,0.170847,0.027751,0.042034,0.002273,35.000000,4.000000,0.924549,488.000000,1599.000000,0.013558,0.023169,0.330436,46.915726,78.436820,63.993690,99.898429,69.662031,90.000000,72.394404,27.605596,0.170847,0.042034,否,,否,,较低风险,信用得分=72.39，有效销项金额=51246768.43，毛利率=25.54%，有效经营月份=35.0，最大作废率=17.08%，最大负数率=4.20%，进销匹配差异=0.33，客户HHI=0.014，供应商HHI=0.023
建筑与工程,中高冲击,1.000000,E210,***建筑工程有限公司,类C,41872734.321600,5855280.490000,2326263.017866,0.815929,557.000000,536.000000,0.067002,0.025455,0.000000,0.005455,28.000000,8.000000,1.243267,3.000000,153.000000,0.782673,0.111533,0.890929,28.499704,53.510183,74.210212,28.525721,46.185154,60.000000,48.084660,51.915340,0.067002,0.005455,否,,是,信用得分48.08 < 50,高风险,信用得分=48.08，有效销项金额=41872734.32，毛利率=81.59%，有效经营月份=28.0，最大作废率=6.70%，最大负数率=0.55%，进销匹配差异=0.89，客户HHI=0.783，供应商HHI=0.112
可选消费与门店经营,高冲击,1.000000,E211,个体经营E211 ,类B,34349660.793000,21886710.580000,954157.244250,0.453978,1470.000000,403.000000,0.101467,0.035885,0.009169,0.007177,34.000000,2.000000,0.825582,82.000000,105.000000,0.047979,0.481304,0.553978,40.954300,83.311361,74.724655,44.521450,60.699584,75.000000,61.986301,38.013699,0.101467,0.009169,否,,否,,中风险,信用得分=61.99，有效销项金额=34349660.79，毛利率=45.40%，有效经营月份=34.0，最大作废率=10.15%，最大负数率=0.92%，进销匹配差异=0.55，客户HHI=0.048，供应商HHI=0.481
其他服务,中冲击,1.000000,E212,***建电管理咨询有限公司,类C,65356566.104500,148331.110000,1719909.634329,0.948071,1497.000000,133.000000,0.109459,0.036232,0.011898,0.000000,37.000000,1.000000,1.204905,121.000000,49.000000,0.062593,0.166436,0.998071,23.841959,83.542986,65.424797,55.015721,55.397678,60.000000,56.028431,43.971569,0.109459,0.011898,否,,否,,中风险,信用得分=56.03，有效销项金额=65356566.10，毛利率=94.81%，有效经营月份=37.0，最大作废率=10.95%，最大负数率=1.19%，进销匹配差异=1.00，客户HHI=0.063，供应商HHI=0.166
科技与线上服务,中冲击,1.000000,E213,***科技有限公司,类A,49042633.260000,45404788.960000,1325476.574594,0.163051,1148.000000,2103.000000,0.096063,0.040602,0.018110,0.008212,36.000000,1.000000,0.762055,248.000000,592.000000,0.036232,0.065680,0.213051,45.868165,89.693681,80.106287,91.098550,74.430151,90.000000,76.652059,23.347941,0.096063,0.018110,否,,否,,较低风险,信用得分=76.65，有效销项金额=49042633.26，毛利率=16.31%，有效经营月份=36.0，最大作废率=9.61%，最大负数率=1.81%，进销匹配差异=0.21，客户HHI=0.036，供应商HHI=0.066
建筑与工程,中高冲击,1.000000,E214,***建筑工程有限公司,类B,50116859.083200,36190187.000000,1354509.704952,0.361750,713.000000,692.000000,0.178571,0.063599,0.017281,0.002706,35.000000,2.000000,1.362521,218.000000,154.000000,0.038224,0.066281,0.436750,46.219351,77.353876,64.764785,70.997305,63.594931,75.000000,64.916270,35.083730,0.178571,0.017281,否,,否,,中风险,信用得分=64.92，有效销项金额=50116859.08，毛利率=36.18%，有效经营月份=35.0，最大作废率=17.86%，最大负数率=1.73%，进销匹配差异=0.44，客户HHI=0.038，供应商HHI=0.066
建筑与工程,中高冲击,1.000000,E215,***建筑工程有限公司,类C,52652148.276001,216474.130000,2771165.698737,0.921793,756.000000,172.000000,0.092437,0.022727,0.000000,0.000000,26.000000,5.000000,1.362522,8.000000,69.000000,0.281979,0.145542,0.996793,26.883762,56.353857,69.614942,40.409487,47.639226,60.000000,49.477345,50.522655,0.092437,0.000000,否,,是,信用得分49.48 < 50,高风险,信用得分=49.48，有效销项金额=52652148.28，毛利率=92.18%，有效经营月份=26.0，最大作废率=9.24%，最大负数率=0.00%，进销匹配差异=1.00，客户HHI=0.282，供应商HHI=0.146
建筑与工程,中高冲击,1.000000,E216,***建设工程有限公司,类B,45494234.175000,33287980.310000,1421694.817968,0.354277,685.000000,3340.000000,0.114987,0.030479,0.006460,0.004935,35.000000,3.000000,1.341946,30.000000,570.000000,0.147153,0.098512,0.429277,45.501859,75.139632,75.420472,68.149510,64.920486,75.000000,66.388411,33.611589,0.114987,0.006460,否,,否,,较低风险,信用得分=66.39，有效销项金额=45494234.18，毛利率=35.43%，有效经营月份=35.0，最大作废率=11.50%，最大负数率=0.65%，进销匹配差异=0.43，客户HHI=0.147，供应商HHI=0.099
可选消费与门店经营,高冲击,1.300000,E217,个体经营E217 ,类D,1484884.332100,52913767.230000,134989.484737,-20.867315,34.000000,202.000000,0.954606,0.056075,0.010681,0.000000,22.000000,7.000000,2.307373,15.000000,202.000000,0.148329,0.010418,20.737315,0.712489,36.500000,28.397850,54.626560,27.363521,30.000000,28.502897,71.497103,0.954606,0.010681,是,最大作废率95.46% > 40%；进销匹配差异20.74 > 4,否,,高风险,信用得分=28.50，有效销项金额=1484884.33，毛利率=-2086.73%，有效经营月份=22.0，最大作废率=95.46%，最大负数率=1.07%，进销匹配差异=20.74，客户HHI=0.148，供应商HHI=0.010
建筑与工程,中高冲击,1.300000,E218,***建设工程有限公司,类C,28080587.720220,40801973.160000,1651799.277660,-0.134964,137.000000,1026.000000,0.409483,0.070652,0.000000,0.003623,33.000000,8.000000,2.209048,43.000000,269.000000,0.524748,0.139792,0.037464,26.850015,50.500000,63.800930,43.659173,45.362072,60.000000,47.494571,52.505429,0.409483,0.003623,是,最大作废率40.95% > 40%,否,,高风险,信用得分=47.49，有效销项金额=28080587.72，毛利率=-13.50%，有效经营月份=33.0，最大作废率=40.95%，最大负数率=0.36%，进销匹配差异=0.04，客户HHI=0.525，供应商HHI=0.140
文娱广告与线下服务,高冲击,1.300000,E219,***品牌营销策划有限公司,类C,21742000.609500,35677550.270000,749724.158948,-0.130980,491.000000,4299.000000,0.211878,0.035017,0.052970,0.009203,33.000000,5.000000,1.842027,27.000000,757.000000,0.084432,0.031413,0.000980,22.100191,60.194069,62.374430,74.394823,52.151147,60.000000,54.036434,45.963566,0.211878,0.052970,否,,是,高冲击行业且销项收入波动系数>1.5,中风险,信用得分=54.04，有效销项金额=21742000.61，毛利率=-13.10%，有效经营月份=33.0，最大作废率=21.19%，最大负数率=5.30%，进销匹配差异=0.00，客户HHI=0.084，供应商HHI=0.031
文娱广告与线下服务,高冲击,1.000000,E220,***文化传播有限公司,类A,56200431.770000,55190901.440000,1518930.588379,0.212574,1233.000000,5708.000000,0.049345,0.038734,0.008481,0.008420,35.000000,2.000000,1.033894,147.000000,1570.000000,0.367703,0.010788,0.312574,48.208191,81.918132,86.349505,75.290651,71.587497,90.000000,74.081181,25.918819,0.049345,0.008481,否,,否,,较低风险,信用得分=74.08，有效销项金额=56200431.77，毛利率=21.26%，有效经营月份=35.0，最大作废率=4.93%，最大负数率=0.85%，进销匹配差异=0.31，客户HHI=0.368，供应商HHI=0.011
其他服务,中冲击,1.000000,E221,***测绘服务有限公司,类A,39075960.648500,33465961.900000,1395570.023160,0.222032,652.000000,4429.000000,0.060519,0.014464,0.020173,0.002448,28.000000,1.000000,1.027986,296.000000,954.000000,0.037524,0.093390,0.272032,44.012333,74.000191,83.740830,95.452522,71.729459,90.000000,74.828833,25.171167,0.060519,0.020173,否,,否,,较低风险,信用得分=74.83，有效销项金额=39075960.65，毛利率=22.20%，有效经营月份=28.0，最大作废率=6.05%，最大负数率=2.02%，进销匹配差异=0.27，客户HHI=0.038，供应商HHI=0.093
科技与线上服务,中冲击,1.250000,E222,***数码科技有限公司,类B,50875337.833125,52232782.640000,1375009.130625,0.103321,1023.000000,4325.000000,0.256541,0.065471,0.018895,0.025929,36.000000,1.000000,1.491194,66.000000,928.000000,0.071948,0.026267,0.165821,46.467312,79.566747,58.208782,78.082885,64.000653,75.000000,65.198950,34.801050,0.256541,0.025929,否,,是,最大作废率25.65% > 25%,较低风险,信用得分=65.20，有效销项金额=50875337.83，毛利率=10.33%，有效经营月份=36.0，最大作废率=25.65%，最大负数率=2.59%，进销匹配差异=0.17，客户HHI=0.072，供应商HHI=0.026
科技与线上服务,中冲击,1.150000,E223,***科技有限公司,类C,25971473.760450,38566681.770000,1527733.750614,-0.286307,477.000000,2505.000000,0.098299,0.045351,0.039698,0.007622,18.000000,1.000000,0.737217,52.000000,785.000000,0.251230,0.178802,0.228807,12.911182,63.038648,76.279317,66.326649,51.968176,60.000000,54.170684,45.829316,0.098299,0.039698,否,,否,,中风险,信用得分=54.17，有效销项金额=25971473.76，毛利率=-28.63%，有效经营月份=18.0，最大作废率=9.83%，最大负数率=3.97%，进销匹配差异=0.23，客户HHI=0.251，供应商HHI=0.179
其他服务,中冲击,1.150000,E224,***纸业有限公司,类A,79395922.798750,98473831.160000,2145835.751317,-0.083839,1110.000000,723.000000,0.015084,0.047431,0.013310,0.006588,36.000000,1.000000,0.671667,41.000000,103.000000,0.123203,0.104801,0.026339,44.319345,90.949071,90.902228,50.814239,68.921476,90.000000,71.158055,28.841945,0.047431,0.013310,否,,否,,较低风险,信用得分=71.16，有效销项金额=79395922.80，毛利率=-8.38%，有效经营月份=36.0，最大作废率=4.74%，最大负数率=1.33%，进销匹配差异=0.03，客户HHI=0.123，供应商HHI=0.105
其他服务,中冲击,1.000000,E225,***物业服务有限责任公司***分公司,类A,58383455.504000,43661253.970000,1536406.723789,0.314339,8315.000000,4173.000000,0.062782,0.036704,0.011835,0.011080,37.000000,1.000000,0.867886,470.000000,680.000000,0.021020,0.188383,0.364339,48.750309,88.223802,83.059337,94.570417,76.359961,90.000000,78.511255,21.488745,0.062782,0.011835,否,,否,,较低风险,信用得分=78.51，有效销项金额=58383455.50，毛利率=31.43%，有效经营月份=37.0，最大作废率=6.28%，最大负数率=1.18%，进销匹配差异=0.36，客户HHI=0.021，供应商HHI=0.188
建筑与工程,中高冲击,1.300000,E226,***建设工程有限公司,类C,31925875.511040,46066940.460000,1100892.259002,-0.127755,516.000000,1022.000000,0.068592,0.023878,0.010830,0.027698,32.000000,5.000000,1.526855,26.000000,219.000000,0.429420,0.089048,0.030255,26.019623,63.071465,85.712957,44.968722,53.995737,60.000000,55.541182,44.458818,0.068592,0.027698,否,,否,,中风险,信用得分=55.54，有效销项金额=31925875.51，毛利率=-12.78%，有效经营月份=32.0，最大作废率=6.86%，最大负数率=2.77%，进销匹配差异=0.03，客户HHI=0.429，供应商HHI=0.089
其他服务,中冲击,1.000000,E227,***安全技术有限公司,类A,47470901.447500,50732713.700000,1438512.165076,0.041595,687.000000,2778.000000,0.074124,0.055744,0.008086,0.006118,35.000000,3.000000,0.889854,72.000000,554.000000,0.054501,0.024761,0.091595,45.276406,81.418698,86.806827,76.202668,70.879837,90.000000,73.545082,26.454918,0.074124,0.008086,否,,否,,较低风险,信用得分=73.55，有效销项金额=47470901.45，毛利率=4.16%，有效经营月份=35.0，最大作废率=7.41%，最大负数率=0.81%，进销匹配差异=0.09，客户HHI=0.055，供应商HHI=0.025
文娱广告与线下服务,高冲击,1.000000,E228,***文化发展有限公司,类B,41975946.817000,29703662.780000,1134485.049108,0.404655,993.000000,2665.000000,0.155612,0.028436,0.088435,0.003646,35.000000,2.000000,0.777858,156.000000,603.000000,0.030832,0.032712,0.504655,43.557924,85.474194,56.117607,85.403628,65.546053,75.000000,66.594447,33.405553,0.155612,0.088435,否,,否,,较低风险,信用得分=66.59，有效销项金额=41975946.82，毛利率=40.47%，有效经营月份=35.0，最大作废率=15.56%，最大负数率=8.84%，进销匹配差异=0.50，客户HHI=0.031，供应商HHI=0.033
普通批发商贸,中冲击,1.150000,E229,***家贸易有限公司,类B,45325632.559800,56541639.200000,1225017.096211,-0.089768,773.000000,1570.000000,0.103248,0.031462,0.001160,0.004935,36.000000,1.000000,0.353800,30.000000,227.000000,0.682357,0.093855,0.032268,32.672889,95.363891,84.240340,37.349754,62.172875,75.000000,63.271036,36.728964,0.103248,0.004935,否,,否,,中风险,信用得分=63.27，有效销项金额=45325632.56，毛利率=-8.98%，有效经营月份=36.0，最大作废率=10.32%，最大负数率=0.49%，进销匹配差异=0.03，客户HHI=0.682，供应商HHI=0.094
建筑与工程,中高冲击,1.250000,E230,***建筑劳务有限公司,类D,35749010.521750,120507.450000,1153193.887798,0.903806,592.000000,83.000000,0.124260,0.011905,0.029586,0.000000,32.000000,3.000000,1.636775,61.000000,17.000000,0.064782,0.664918,0.997556,17.541758,66.544791,60.708470,32.876960,43.651235,30.000000,42.446907,57.553093,0.124260,0.029586,否,,是,信用得分42.45 < 50,高风险,信用得分=42.45，有效销项金额=35749010.52，毛利率=90.38%，有效经营月份=32.0，最大作废率=12.43%，最大负数率=2.96%，进销匹配差异=1.00，客户HHI=0.065，供应商HHI=0.665
科技与线上服务,中冲击,1.150000,E231,***建筑科技有限公司,类C,27618776.289250,35730036.880000,1150782.345386,-0.128026,370.000000,681.000000,0.093137,0.020144,0.000000,0.000000,35.000000,7.000000,1.153646,7.000000,133.000000,0.295594,0.165880,0.070526,25.275370,67.754912,85.726615,41.815176,54.316028,60.000000,55.664514,44.335486,0.093137,0.000000,否,,否,,中风险,信用得分=55.66，有效销项金额=27618776.29，毛利率=-12.80%，有效经营月份=35.0，最大作废率=9.31%，最大负数率=0.00%，进销匹配差异=0.07，客户HHI=0.296，供应商HHI=0.166
其他服务,中冲击,1.150000,E232,***投资发展有限责任公司,类C,39695770.502100,35129701.390000,4410641.166900,0.210185,113.000000,782.000000,0.042373,0.055556,0.076271,0.047101,37.000000,5.000000,1.692213,4.000000,151.000000,0.499592,0.623467,0.267685,56.602341,66.774823,76.097022,21.110251,56.920714,60.000000,56.751856,43.248144,0.055556,0.076271,否,,否,,中风险,信用得分=56.75，有效销项金额=39695770.50，毛利率=21.02%，有效经营月份=37.0，最大作废率=5.56%，最大负数率=7.63%，进销匹配差异=0.27，客户HHI=0.500，供应商HHI=0.623
其他服务,中冲击,1.450000,E233,***劳务有限公司,类D,15641133.414250,401349.690000,1737903.712694,0.907421,223.000000,718.000000,0.063025,0.012380,0.000000,0.000000,25.000000,8.000000,1.780587,3.000000,194.000000,0.854256,0.026479,0.979921,15.431863,41.547400,74.027883,32.345429,39.992465,30.000000,40.143502,59.856498,0.063025,0.000000,否,,是,信用得分40.14 < 50,高风险,信用得分=40.14，有效销项金额=15641133.41，毛利率=90.74%，有效经营月份=25.0，最大作废率=6.30%，最大负数率=0.00%，进销匹配差异=0.98，客户HHI=0.854，供应商HHI=0.026
制造与设备,中冲击,1.000000,E234,***机电设备商贸有限公司,类B,33860036.560500,4551474.640000,1167587.467604,0.835743,580.000000,919.000000,0.039735,0.028541,0.006623,0.001057,28.000000,1.000000,0.822236,137.000000,205.000000,0.019804,0.143239,0.885743,20.907133,76.857830,77.943148,64.679736,57.908331,75.000000,60.520083,39.479917,0.039735,0.006623,否,,否,,中风险,信用得分=60.52，有效销项金额=33860036.56，毛利率=83.57%，有效经营月份=28.0，最大作废率=3.97%，最大负数率=0.66%，进销匹配差异=0.89，客户HHI=0.020，供应商HHI=0.143
可选消费与门店经营,高冲击,1.000000,E235,个体经营E235 ,类B,28017214.778000,14054231.020000,800491.850800,0.548860,944.000000,593.000000,0.069034,0.031046,0.003945,0.000000,33.000000,2.000000,0.996744,191.000000,122.000000,0.100458,0.582269,0.648860,33.780940,79.434111,78.388440,49.015472,59.393014,75.000000,61.232262,38.767738,0.069034,0.003945,否,,否,,中风险,信用得分=61.23，有效销项金额=28017214.78，毛利率=54.89%，有效经营月份=33.0，最大作废率=6.90%，最大负数率=0.39%，进销匹配差异=0.65，客户HHI=0.100，供应商HHI=0.582
可选消费与门店经营,高冲击,1.100000,E236,个体经营E236 ,类D,29913630.626300,4980574.770000,1196545.225052,0.778446,518.000000,197.000000,0.223388,0.034314,0.019490,0.004902,33.000000,7.000000,1.403147,29.000000,69.000000,0.229679,0.223292,0.888446,23.302560,61.289628,50.254375,41.275396,43.131848,30.000000,41.902239,58.097761,0.223388,0.019490,否,,是,信用得分41.90 < 50,高风险,信用得分=41.90，有效销项金额=29913630.63，毛利率=77.84%，有效经营月份=33.0，最大作废率=22.34%，最大负数率=1.95%，进销匹配差异=0.89，客户HHI=0.230，供应商HHI=0.223
可选消费与门店经营,高冲击,1.100000,E237,个体经营E237 ,类C,13261121.026500,17103901.020000,1020086.232808,0.025849,221.000000,1900.000000,0.250847,0.019102,0.000000,0.053691,25.000000,4.000000,1.239594,8.000000,324.000000,0.307981,0.263539,0.135849,34.834073,59.061196,54.568993,46.049926,48.067754,60.000000,49.372991,50.627009,0.250847,0.053691,否,,是,信用得分49.37 < 50；最大作废率25.08% > 25%,高风险,信用得分=49.37，有效销项金额=13261121.03，毛利率=2.58%，有效经营月份=25.0，最大作废率=25.08%，最大负数率=5.37%，进销匹配差异=0.14，客户HHI=0.308，供应商HHI=0.264
可选消费与门店经营,高冲击,1.000000,E238,个体经营E238 ,类A,39500652.786001,15987761.560000,1097240.355167,0.616677,11256.000000,3808.000000,0.068520,0.023339,0.046756,0.005899,34.000000,2.000000,0.634919,2199.000000,760.000000,0.003818,0.119547,0.716677,33.779747,85.959465,70.851952,96.809391,68.698657,90.000000,71.711696,28.288304,0.068520,0.046756,否,,否,,较低风险,信用得分=71.71，有效销项金额=39500652.79，毛利率=61.67%，有效经营月份=34.0，最大作废率=6.85%，最大负数率=4.68%，进销匹配差异=0.72，客户HHI=0.004，供应商HHI=0.120
可选消费与门店经营,高冲击,1.150000,E239,个体经营E239 ,类C,17206946.913800,25876475.690000,716956.121408,-0.100014,306.000000,367.000000,0.120690,0.031662,0.008621,0.013193,25.000000,2.000000,1.505806,33.000000,46.000000,0.093024,0.155939,0.014986,23.642827,60.363812,80.862195,47.209390,51.841228,60.000000,53.640896,46.359104,0.120690,0.013193,否,,是,高冲击行业且销项收入波动系数>1.5,中风险,信用得分=53.64，有效销项金额=17206946.91，毛利率=-10.00%，有效经营月份=25.0，最大作废率=12.07%，最大负数率=1.32%，进销匹配差异=0.01，客户HHI=0.093，供应商HHI=0.156
可选消费与门店经营,高冲击,1.500000,E240,个体经营E240 ,类D,9359337.636000,30020619.800000,1559889.606000,-0.914157,20.000000,1085.000000,0.838710,0.032977,0.024194,0.000891,22.000000,10.000000,1.875545,2.000000,1085.000000,0.957017,0.010026,0.764157,8.294429,30.728542,47.998153,50.000000,32.170002,30.000000,33.218854,66.781146,0.838710,0.024194,是,最大作废率83.87% > 40%,否,,高风险,信用得分=33.22，有效销项金额=9359337.64，毛利率=-91.42%，有效经营月份=22.0，最大作废率=83.87%，最大负数率=2.42%，进销匹配差异=0.76，客户HHI=0.957，供应商HHI=0.010
可选消费与门店经营,高冲击,1.000000,E241,个体经营E241 ,类C,26529162.954000,5982268.470000,736921.193167,0.742152,721.000000,415.000000,0.091940,0.028103,0.006297,0.002342,34.000000,2.000000,0.681507,36.000000,112.000000,0.564877,0.102394,0.842152,22.654785,85.312403,71.446190,36.696753,53.325434,60.000000,53.927075,46.072925,0.091940,0.006297,否,,否,,中风险,信用得分=53.93，有效销项金额=26529162.95，毛利率=74.22%，有效经营月份=34.0，最大作废率=9.19%，最大负数率=0.63%，进销匹配差异=0.84，客户HHI=0.565，供应商HHI=0.102
可选消费与门店经营,高冲击,1.150000,E242,个体经营E242 ,类D,994761.115300,18605594.030000,90432.828664,-11.365845,18.000000,503.000000,0.931559,0.019493,0.026616,0.000000,23.000000,7.000000,1.397436,11.000000,503.000000,0.201067,0.006911,11.250845,0.422902,46.368943,26.007600,64.721788,31.165364,30.000000,31.825772,68.174228,0.931559,0.026616,是,最大作废率93.16% > 40%；进销匹配差异11.25 > 4,否,,高风险,信用得分=31.83，有效销项金额=994761.12，毛利率=-1136.58%，有效经营月份=23.0，最大作废率=93.16%，最大负数率=2.66%，进销匹配差异=11.25，客户HHI=0.201，供应商HHI=0.007
科技与线上服务,中冲击,1.000000,E243,***科技有限公司,类C,27277378.398500,4588763.790000,802275.835250,0.807008,677.000000,681.000000,0.047820,0.022956,0.000000,0.002869,33.000000,1.000000,1.066156,35.000000,131.000000,0.207786,0.252909,0.857008,19.548254,80.970052,77.877210,44.001859,54.376663,60.000000,55.350748,44.649252,0.047820,0.002869,否,,否,,中风险,信用得分=55.35，有效销项金额=27277378.40，毛利率=80.70%，有效经营月份=33.0，最大作废率=4.78%，最大负数率=0.29%，进销匹配差异=0.86，客户HHI=0.208，供应商HHI=0.253
可选消费与门店经营,高冲击,1.000000,E244,个体经营E244 ,类C,24403536.703000,13820506.180000,739501.112212,0.503568,443.000000,1105.000000,0.173507,0.039965,0.024254,0.006082,34.000000,3.000000,1.285311,20.000000,153.000000,0.317472,0.057740,0.603568,35.221556,74.426236,61.508480,46.425359,53.835217,60.000000,54.352828,45.647172,0.173507,0.024254,否,,否,,中风险,信用得分=54.35，有效销项金额=24403536.70，毛利率=50.36%，有效经营月份=34.0，最大作废率=17.35%，最大负数率=2.43%，进销匹配差异=0.60，客户HHI=0.317，供应商HHI=0.058
